split,family,peg_id,cand_id,offset_mm,label,reason,margin_mm,peg_v1,peg_v2,socket_v1,socket_v2,p_yes,answer,top_prob,image_margin_mm,image_fits,accept_tau,accept_yes,margin_left_censored,margin_relation,binary_label_eligible,score_snapshot_key
test,circle,circle_05,circle_05_ap-0.30,-0.3,incompatible,,-0.3008,data/renders/procedural/circle_05_peg_v1.png,data/renders/procedural/circle_05_peg_v2.png,data/renders/aperture/circle_05_ap-0.30_socket_v1.png,data/renders/aperture/circle_05_ap-0.30_socket_v2.png,0.8167373220990621,yes,0.7181586027145386,-0.3385,0,1,1,0,=,1,b41927f6089bbaf1356271493c616ed0f9df496d136309fa2c72a66958a54954
test,circle,circle_05,circle_05_ap-0.60,-0.6,incompatible,,-0.6006,data/renders/procedural/circle_05_peg_v1.png,data/renders/procedural/circle_05_peg_v2.png,data/renders/aperture/circle_05_ap-0.60_socket_v1.png,data/renders/aperture/circle_05_ap-0.60_socket_v2.png,0.8181744129361277,yes,0.7180925607681274,-0.6242,0,1,1,0,=,1,334a0c2fc2b1540df967183288647771adc916c6c52202387453cb15fe84a05f
test,circle,circle_05,circle_05_ap-1.20,-1.2,incompatible,,-1.2012,data/renders/procedural/circle_05_peg_v1.png,data/renders/procedural/circle_05_peg_v2.png,data/renders/aperture/circle_05_ap-1.20_socket_v1.png,data/renders/aperture/circle_05_ap-1.20_socket_v2.png,0.8164603097134898,yes,0.719253659248352,-1.243,0,1,1,0,=,1,2b11a54d618ae2fc5f4a20761fea4b0a9884268ba69d54113fbba1ac42039f9a
test,double_d,double_d_01,double_d_01,0.3,compatible,,0.2999,data/renders/procedural/double_d_01_peg_v1.png,data/renders/procedural/double_d_01_peg_v2.png,data/renders/procedural/double_d_01_socket_v1.png,data/renders/procedural/double_d_01_socket_v2.png,0.7980983998370019,yes,0.6474739909172058,0.3028,1,1,1,0,=,1,5523711996cb1642b73a1a85554c6038cb8fa85759ac4cb747d756c318d86e15
test,double_d,double_d_01,double_d_01_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/double_d_01_peg_v1.png,data/renders/procedural/double_d_01_peg_v2.png,data/renders/aperture/double_d_01_ap+0.10_socket_v1.png,data/renders/aperture/double_d_01_ap+0.10_socket_v2.png,0.8010238118107735,yes,0.6536232233047485,0.0958,1,1,1,0,=,1,bb213fc6e61481915a982ac6263acaaa0b5dc3fe9f41de5cf64ccdd08cee00c2
test,double_d,double_d_01,double_d_01_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/double_d_01_peg_v1.png,data/renders/procedural/double_d_01_peg_v2.png,data/renders/aperture/double_d_01_ap+0.00_socket_v1.png,data/renders/aperture/double_d_01_ap+0.00_socket_v2.png,0.8039094729479426,yes,0.6597122550010681,0.0677,1,1,1,0,=,0,12f0145222b4ec7106acb6cc18cade5f4dc7e942b7c3596247a4a21224b4ed37
test,double_d,double_d_01,double_d_01_ap-0.10,-0.1,ambiguous,off_centre,-0.1074,data/renders/procedural/double_d_01_peg_v1.png,data/renders/procedural/double_d_01_peg_v2.png,data/renders/aperture/double_d_01_ap-0.10_socket_v1.png,data/renders/aperture/double_d_01_ap-0.10_socket_v2.png,0.8081547893035191,yes,0.663219153881073,-0.1514,0,1,1,0,=,0,8ba321cd0c9274a1ba787cd333c9b469f6112953e053e3f93f2bda660b143b48
test,double_d,double_d_01,double_d_01_ap-0.30,-0.3,incompatible,,-0.3203,data/renders/procedural/double_d_01_peg_v1.png,data/renders/procedural/double_d_01_peg_v2.png,data/renders/aperture/double_d_01_ap-0.30_socket_v1.png,data/renders/aperture/double_d_01_ap-0.30_socket_v2.png,0.8032637785539627,yes,0.6591830849647522,-0.3452,0,1,1,0,=,1,2f718ce9d4c2915480c31b7d88b687ba42aa3a09bf7ab2e45d15a59c7ff4c7f0
test,double_d,double_d_01,double_d_01_ap-0.60,-0.6,incompatible,,-0.6436,data/renders/procedural/double_d_01_peg_v1.png,data/renders/procedural/double_d_01_peg_v2.png,data/renders/aperture/double_d_01_ap-0.60_socket_v1.png,data/renders/aperture/double_d_01_ap-0.60_socket_v2.png,0.8030517142868953,yes,0.6571707725524902,-0.6423,0,1,1,0,=,1,c26d2c0e5a65c7c9685f326ef4a933cf3d824d61d55ffad1005cf0bd1965e3ee
test,double_d,double_d_01,double_d_01_ap-1.20,-1.2,incompatible,,-1.291,data/renders/procedural/double_d_01_peg_v1.png,data/renders/procedural/double_d_01_peg_v2.png,data/renders/aperture/double_d_01_ap-1.20_socket_v1.png,data/renders/aperture/double_d_01_ap-1.20_socket_v2.png,0.7996976936321514,yes,0.6468873023986816,-1.2847,0,1,1,0,=,1,80d15c5a2598cadf64b27d9dd3d9fb70cda30ef4ebcc7ea0a20b7430f58b32c3
test,double_d,double_d_02,double_d_02,0.3,compatible,,0.2999,data/renders/procedural/double_d_02_peg_v1.png,data/renders/procedural/double_d_02_peg_v2.png,data/renders/procedural/double_d_02_socket_v1.png,data/renders/procedural/double_d_02_socket_v2.png,0.8061341640616881,yes,0.6652032732963562,0.3028,1,1,1,0,=,1,b7d33cc842c8c268aa4b8b96c8de3eaf204b153039b816938b60de288776821e
test,double_d,double_d_02,double_d_02_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/double_d_02_peg_v1.png,data/renders/procedural/double_d_02_peg_v2.png,data/renders/aperture/double_d_02_ap+0.10_socket_v1.png,data/renders/aperture/double_d_02_ap+0.10_socket_v2.png,0.7932338314456225,yes,0.6453985571861267,0.1354,1,1,1,0,=,1,647b735485a6cd8a649fe385b6b5cf3809193b9bbba07e20abacf36f9e2675e9
test,double_d,double_d_02,double_d_02_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/double_d_02_peg_v1.png,data/renders/procedural/double_d_02_peg_v2.png,data/renders/aperture/double_d_02_ap+0.00_socket_v1.png,data/renders/aperture/double_d_02_ap+0.00_socket_v2.png,0.7991409576549511,yes,0.6576185822486877,0.0677,1,1,1,0,=,0,46896ea1e003cc0b9b3e8d01b24f68c19bbd41c50a214cc28b6a3e62dd4ef1c4
test,double_d,double_d_02,double_d_02_ap-0.10,-0.1,ambiguous,off_centre,-0.1162,data/renders/procedural/double_d_02_peg_v1.png,data/renders/procedural/double_d_02_peg_v2.png,data/renders/aperture/double_d_02_ap-0.10_socket_v1.png,data/renders/aperture/double_d_02_ap-0.10_socket_v2.png,0.7978463453697626,yes,0.6510568857192993,-0.1514,0,1,1,0,=,0,c3d18dae9dd68a6a70928b54b4aaa6ea387b0a9007f59c7c45f720250624bca9
test,double_d,double_d_02,double_d_02_ap-0.30,-0.3,incompatible,,-0.3477,data/renders/procedural/double_d_02_peg_v1.png,data/renders/procedural/double_d_02_peg_v2.png,data/renders/aperture/double_d_02_ap-0.30_socket_v1.png,data/renders/aperture/double_d_02_ap-0.30_socket_v2.png,0.7938706610423432,yes,0.6514472365379333,-0.3385,0,1,1,0,=,1,3e2526d2e5632e43a5a32b0e5084d50f3d5465f5822876b75e8f57b0597ee1ac
test,double_d,double_d_02,double_d_02_ap-0.60,-0.6,incompatible,,-0.6982,data/renders/procedural/double_d_02_peg_v1.png,data/renders/procedural/double_d_02_peg_v2.png,data/renders/aperture/double_d_02_ap-0.60_socket_v1.png,data/renders/aperture/double_d_02_ap-0.60_socket_v2.png,0.794532743686884,yes,0.6519825458526611,-0.6971,0,1,1,0,=,1,4e9f33524de1f726ea196679ea0a2e6567b6c8732490f8d2907f89d0ffae8c66
test,double_d,double_d_02,double_d_02_ap-1.20,-1.2,incompatible,,-1.4062,data/renders/procedural/double_d_02_peg_v1.png,data/renders/procedural/double_d_02_peg_v2.png,data/renders/aperture/double_d_02_ap-1.20_socket_v1.png,data/renders/aperture/double_d_02_ap-1.20_socket_v2.png,0.7967122840629922,yes,0.6821507215499878,-1.4283,0,1,1,0,=,1,ab26dc01fc3d8774709edf79ba463f953b2b5197f2cbe76f463d5a579ec05efd
test,double_d,double_d_03,double_d_03,0.3,compatible,,0.2999,data/renders/procedural/double_d_03_peg_v1.png,data/renders/procedural/double_d_03_peg_v2.png,data/renders/procedural/double_d_03_socket_v1.png,data/renders/procedural/double_d_03_socket_v2.png,0.7967313688338417,yes,0.6114541292190552,0.3028,1,1,1,0,=,1,17cedb9b239893b01831d1faf6aaa16de65f2b9cf93a7eb91182d46f1b1c0507
test,double_d,double_d_03,double_d_03_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/double_d_03_peg_v1.png,data/renders/procedural/double_d_03_peg_v2.png,data/renders/aperture/double_d_03_ap+0.10_socket_v1.png,data/renders/aperture/double_d_03_ap+0.10_socket_v2.png,0.8014135961358729,yes,0.5990884304046631,0.1354,1,1,1,0,=,1,55f0fecb5a5ab3837f33a994020beec9ea093f79b20190431c8cfc3e780a5b48
test,double_d,double_d_03,double_d_03_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/double_d_03_peg_v1.png,data/renders/procedural/double_d_03_peg_v2.png,data/renders/aperture/double_d_03_ap+0.00_socket_v1.png,data/renders/aperture/double_d_03_ap+0.00_socket_v2.png,0.7966856414867515,yes,0.5978708863258362,0.0677,1,1,1,0,=,0,038dbe6e3f3bf355e5a01778bf05ef2349ab101940765fb62878995e824ff5f7
test,double_d,double_d_03,double_d_03_ap-0.10,-0.1,ambiguous,off_centre,-0.1094,data/renders/procedural/double_d_03_peg_v1.png,data/renders/procedural/double_d_03_peg_v2.png,data/renders/aperture/double_d_03_ap-0.10_socket_v1.png,data/renders/aperture/double_d_03_ap-0.10_socket_v2.png,0.8000587845927302,yes,0.6073235869407654,-0.1354,0,1,1,0,=,0,4a74acfb1cfbef565d65c979c621a4eb4cbb8d1d0fb15db8b94d6447565d2f57
test,double_d,double_d_03,double_d_03_ap-0.30,-0.3,incompatible,,-0.3271,data/renders/procedural/double_d_03_peg_v1.png,data/renders/procedural/double_d_03_peg_v2.png,data/renders/aperture/double_d_03_ap-0.30_socket_v1.png,data/renders/aperture/double_d_03_ap-0.30_socket_v2.png,0.7912680365549762,yes,0.5673900842666626,-0.3452,0,1,1,0,=,1,de2f68ba4b307cf1f2c0b9305518fa03463b5672fd0aed9544414b1eca6dd0fd
test,double_d,double_d_03,double_d_03_ap-0.60,-0.6,incompatible,,-0.6533,data/renders/procedural/double_d_03_peg_v1.png,data/renders/procedural/double_d_03_peg_v2.png,data/renders/aperture/double_d_03_ap-0.60_socket_v1.png,data/renders/aperture/double_d_03_ap-0.60_socket_v2.png,0.7998692600965825,yes,0.5810851454734802,-0.6423,0,1,1,0,=,1,730302669e3f23e4753b09a2691091fd1bf0a343662adb37e171ca962fbb958e
test,double_d,double_d_03,double_d_03_ap-1.20,-1.2,incompatible,,-1.3105,data/renders/procedural/double_d_03_peg_v1.png,data/renders/procedural/double_d_03_peg_v2.png,data/renders/aperture/double_d_03_ap-1.20_socket_v1.png,data/renders/aperture/double_d_03_ap-1.20_socket_v2.png,0.7981555879855707,yes,0.6035988330841064,-1.3077,0,1,1,0,=,1,b3e175d254b697d4024b9f6a4d7ac9b8891800db73c3be0544351c5f9501ebe9
calib,ell,ell_01,ell_01,0.3,compatible,,0.2346,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/procedural/ell_01_socket_v1.png,data/renders/procedural/ell_01_socket_v2.png,0.7811665399069078,yes,0.4823830723762512,0.2708,1,0,1,0,=,1,d02786cd37c3beb0bb1c94031bd80af1d568407cd0c19f43516c00189d588a21
calib,ell,ell_01,ell_01_ap+0.10,0.1,compatible,,0.0776,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/aperture/ell_01_ap+0.10_socket_v1.png,data/renders/aperture/ell_01_ap+0.10_socket_v2.png,0.7849113708919369,yes,0.5074292421340942,0.0677,1,0,1,0,=,1,ae229b7f17ecf161c0944388ffd964996b40601acb3e7b8225e6f76b2c6e7333
calib,ell,ell_01,ell_01_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/aperture/ell_01_ap+0.00_socket_v1.png,data/renders/aperture/ell_01_ap+0.00_socket_v2.png,0.7828202336876472,yes,0.4862931966781616,0.0677,1,0,1,0,=,0,63f361af4d13ff9f31e17910b78a67d4ed638ee71ed3ab9f928fc7994b605513
calib,ell,ell_01,ell_01_ap-0.10,-0.1,ambiguous,off_centre,-0.165,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/aperture/ell_01_ap-0.10_socket_v1.png,data/renders/aperture/ell_01_ap-0.10_socket_v2.png,0.7845104987590317,yes,0.4815748333930969,-0.1915,0,0,1,0,=,0,10a5472a0486b751f590d488080d6561c6ea3516a5e247b5ba676cbbdfbcbb6d
calib,ell,ell_01,ell_01_ap-0.30,-0.3,incompatible,,-0.4941,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/aperture/ell_01_ap-0.30_socket_v1.png,data/renders/aperture/ell_01_ap-0.30_socket_v2.png,0.7811692157073439,yes,0.4823819696903229,-0.4788,0,0,1,0,=,1,55497bff72553cd73e96f544f036e572c5585df8920506f6f177904404a409d1
calib,ell,ell_01,ell_01_ap-0.60,-0.6,incompatible,,-0.9912,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/aperture/ell_01_ap-0.60_socket_v1.png,data/renders/aperture/ell_01_ap-0.60_socket_v2.png,0.7788494122228292,yes,0.46940866112709045,-0.9109,0,0,1,0,=,1,df2dc92dccaf475af502f6155e408380316f65c17f874b9f6df31af2b741366c
calib,ell,ell_01,ell_01_ap-1.20,-1.2,incompatible,,-1.998,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/aperture/ell_01_ap-1.20_socket_v1.png,data/renders/aperture/ell_01_ap-1.20_socket_v2.png,0.7893545855594294,yes,0.5214367508888245,-1.9635,0,1,1,0,=,1,d52f9274fa2bebc44c89c75aba0e8ad551179f67a806d4ef4e7499185d2e1c84
calib,ell,ell_02,ell_02,0.3,compatible,,0.2346,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/procedural/ell_02_socket_v1.png,data/renders/procedural/ell_02_socket_v2.png,0.766450453501677,yes,0.4816615581512451,0.2708,1,0,1,0,=,1,664b4c25811dd041c0247310ec501b66bd5809e44b605eb606d04e1ffae14603
calib,ell,ell_02,ell_02_ap+0.10,0.1,compatible,,0.0776,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/aperture/ell_02_ap+0.10_socket_v1.png,data/renders/aperture/ell_02_ap+0.10_socket_v2.png,0.7692361676484797,yes,0.4834073781967163,0.0677,1,0,1,0,=,1,22c873bb4245f4a5a66ff3b87ebbe48ada6f84896701da8ed3099c517285762d
calib,ell,ell_02,ell_02_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/aperture/ell_02_ap+0.00_socket_v1.png,data/renders/aperture/ell_02_ap+0.00_socket_v2.png,0.7685867330378893,yes,0.471757709980011,0.0677,1,0,1,0,=,0,ff343795ae24b7366aa361dee581915568138d7d02aeeb2fca1a2064e97281db
calib,ell,ell_02,ell_02_ap-0.10,-0.1,ambiguous,off_centre,-0.165,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/aperture/ell_02_ap-0.10_socket_v1.png,data/renders/aperture/ell_02_ap-0.10_socket_v2.png,0.7693147497165974,yes,0.4693695902824402,-0.1915,0,0,1,0,=,0,1801b68255c8c41eba76431e5d397da30e8b27433fd55913e78a6e07ca9ccf4d
calib,ell,ell_02,ell_02_ap-0.30,-0.3,incompatible,,-0.4941,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/aperture/ell_02_ap-0.30_socket_v1.png,data/renders/aperture/ell_02_ap-0.30_socket_v2.png,0.7615079646950756,yes,0.4589086174964905,-0.4788,0,0,1,0,=,1,ffe8dfa1b53385838f9098f5da82800fe6b1389e9cb3e0cbc411164c2a9f2e8d
calib,ell,ell_02,ell_02_ap-0.60,-0.6,incompatible,,-0.9912,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/aperture/ell_02_ap-0.60_socket_v1.png,data/renders/aperture/ell_02_ap-0.60_socket_v2.png,0.7682974499284615,yes,0.4772133529186249,-0.9109,0,0,1,0,=,1,9a6323eb5b22326558c3e64c6e0d9251f36878a6e1f87aeab0f75ed4206e9f56
calib,ell,ell_02,ell_02_ap-1.20,-1.2,incompatible,,-1.998,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/aperture/ell_02_ap-1.20_socket_v1.png,data/renders/aperture/ell_02_ap-1.20_socket_v2.png,0.7557147902712789,yes,0.4354887008666992,-1.9635,0,0,1,0,=,1,5ff3ea7799b0e0216057cf9b1af24b01ecb1ce5b332c4e14eda8451b4eb95aa4
calib,ell,ell_03,ell_03,0.3,compatible,,0.2417,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/procedural/ell_03_socket_v1.png,data/renders/procedural/ell_03_socket_v2.png,0.7910442139527182,yes,0.5843847990036011,0.2708,1,1,1,0,=,1,48662e6d2d1c65f2a70df9bc35cc8d53d21ea70b7ffe802015f725a8d540cdec
calib,ell,ell_03,ell_03_ap+0.10,0.1,compatible,,0.08,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap+0.10_socket_v1.png,data/renders/aperture/ell_03_ap+0.10_socket_v2.png,0.7870039873201902,yes,0.5790425539016724,0.0677,1,0,1,0,=,1,43ecfc33bf8608879c5ad495de4340e42516b1d2397e654b263735048237d805
calib,ell,ell_03,ell_03_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap+0.00_socket_v1.png,data/renders/aperture/ell_03_ap+0.00_socket_v2.png,0.7874983407798958,yes,0.5572812557220459,0.0677,1,0,1,0,=,0,702f78365d32655e342b078dab35cb6cd42f8a6c8a949fa4248add324d3042ac
calib,ell,ell_03,ell_03_ap-0.10,-0.1,ambiguous,off_centre,-0.1621,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap-0.10_socket_v1.png,data/renders/aperture/ell_03_ap-0.10_socket_v2.png,0.7892759032090305,yes,0.5534334182739258,-0.2441,0,1,1,0,=,0,4a1612309567ce1d00c7e47f3b7d8768e8ad45c1832b85fc0059abc6707e871d
calib,ell,ell_03,ell_03_ap-0.30,-0.3,incompatible,,-0.4873,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap-0.30_socket_v1.png,data/renders/aperture/ell_03_ap-0.30_socket_v2.png,0.787274734909959,yes,0.5390002727508545,-0.5288,0,0,1,0,=,1,950fb0041b0318b7fb04b36fc933711ca30441ca121c7cf3c23b318e45900fcc
calib,ell,ell_03,ell_03_ap-0.60,-0.6,incompatible,,-0.9766,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap-0.60_socket_v1.png,data/renders/aperture/ell_03_ap-0.60_socket_v2.png,0.7928975630196236,yes,0.5455203056335449,-1.0066,0,1,1,0,=,1,f73d759f80ea31360f405f7ce5b85e32e225cee7c893bed3e03d991f5fddb580
calib,ell,ell_03,ell_03_ap-1.20,-1.2,incompatible,,-1.9688,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap-1.20_socket_v1.png,data/renders/aperture/ell_03_ap-1.20_socket_v2.png,0.7979171154897927,yes,0.556892991065979,-1.9635,0,1,1,0,=,1,8d29292eb665c2c9d4492fb902ed2eabfe9634563b862f304e2351dfadb3b961
calib,ell,ell_04,ell_04,0.3,compatible,,0.2417,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/procedural/ell_04_socket_v1.png,data/renders/procedural/ell_04_socket_v2.png,0.7753299941360045,yes,0.5333912372589111,0.2708,1,0,1,0,=,1,1831073b1199fbcbbe0a993dfe7e90d210e0bbc16dd8bb627aaeb9d68c5d6de3
calib,ell,ell_04,ell_04_ap+0.10,0.1,compatible,,0.08,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap+0.10_socket_v1.png,data/renders/aperture/ell_04_ap+0.10_socket_v2.png,0.7719366561294129,yes,0.5179494023323059,0.0677,1,0,1,0,=,1,0d6dee2c7f1cdbf674f7e16881439b8adf73689949d79c5ff6b06462c1eb03b2
calib,ell,ell_04,ell_04_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap+0.00_socket_v1.png,data/renders/aperture/ell_04_ap+0.00_socket_v2.png,0.7728426698587504,yes,0.5158894658088684,0.0677,1,0,1,0,=,0,1a4e49b6e9214c479e03d6f57a51465170fb44fe62978a872d996d1fd7ded35a
calib,ell,ell_04,ell_04_ap-0.10,-0.1,ambiguous,off_centre,-0.1621,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap-0.10_socket_v1.png,data/renders/aperture/ell_04_ap-0.10_socket_v2.png,0.7713534200917471,yes,0.5228087306022644,-0.2441,0,0,1,0,=,0,af43b0c2d3bdefb1be5d2eddd3403ca990b603f9a49fc59be4d5df357ede0961
calib,ell,ell_04,ell_04_ap-0.30,-0.3,incompatible,,-0.4873,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap-0.30_socket_v1.png,data/renders/aperture/ell_04_ap-0.30_socket_v2.png,0.7720014523462903,yes,0.5099374651908875,-0.5288,0,0,1,0,=,1,0db4a8e55bbf2fe513882faf0c37ae303960996bef7fbec6fb02a29fd4d9a5f5
calib,ell,ell_04,ell_04_ap-0.60,-0.6,incompatible,,-0.9766,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap-0.60_socket_v1.png,data/renders/aperture/ell_04_ap-0.60_socket_v2.png,0.7770344317330745,yes,0.5105785727500916,-1.0066,0,0,1,0,=,1,d841d431702f520d204d3dc16ae65a28be8eadc95ac88f1a034f1342479d625f
calib,ell,ell_04,ell_04_ap-1.20,-1.2,incompatible,,-1.9688,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap-1.20_socket_v1.png,data/renders/aperture/ell_04_ap-1.20_socket_v2.png,0.7819369625030473,yes,0.5192803740501404,-1.9635,0,0,1,0,=,1,5c641ef019b9728efcbc77280ca9e0e5e72906b3ad427089764f6657408e72e6
calib,ell,ell_05,ell_05,0.3,compatible,,0.2221,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/procedural/ell_05_socket_v1.png,data/renders/procedural/ell_05_socket_v2.png,0.7728156210906908,yes,0.43060192465782166,0.2708,1,0,1,0,=,1,e4134e76eb77b8101f81db970487bbfa28be6eae2efb908f16f207f8097e03fc
calib,ell,ell_05,ell_05_ap+0.10,0.1,compatible,,0.0733,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap+0.10_socket_v1.png,data/renders/aperture/ell_05_ap+0.10_socket_v2.png,0.7604792293212,yes,0.3794536292552948,0.0677,1,0,1,0,=,1,a63070aed0f05fb021c18c0fbda9d42e96ea5e64303e16a800109634f6f9f920
calib,ell,ell_05,ell_05_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap+0.00_socket_v1.png,data/renders/aperture/ell_05_ap+0.00_socket_v2.png,0.7601267143312977,yes,0.3881654143333435,0.0677,1,0,1,0,=,0,0fc26877546ba1934bf83f1534ded03b5661681fd404ce24e10fd658629a2ee1
calib,ell,ell_05,ell_05_ap-0.10,-0.1,ambiguous,off_centre,-0.1689,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap-0.10_socket_v1.png,data/renders/aperture/ell_05_ap-0.10_socket_v2.png,0.7585259049522015,yes,0.37848198413848877,-0.2873,0,0,1,0,=,0,77662ff32cb2cf5b54f4c25bb32864d1189cfb33c6e007f68729a064a0434089
calib,ell,ell_05,ell_05_ap-0.30,-0.3,incompatible,,-0.5078,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap-0.30_socket_v1.png,data/renders/aperture/ell_05_ap-0.30_socket_v2.png,0.7552678685268535,yes,0.37980082631111145,-0.6242,0,0,1,0,=,1,d3ed02f25fac100829b43f27c4de3ff729fd69ecbbee8daa38df44243990438f
calib,ell,ell_05,ell_05_ap-0.60,-0.6,incompatible,,-1.0205,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap-0.60_socket_v1.png,data/renders/aperture/ell_05_ap-0.60_socket_v2.png,0.7505970450929951,yes,0.3862327039241791,-1.149,0,0,1,0,=,1,8e3d8b9b51f52b2a46474ef1e40706f1eeb1f45166137096bb0279a0b6fa6313
calib,ell,ell_05,ell_05_ap-1.20,-1.2,incompatible,,-2.0,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap-1.20_socket_v1.png,data/renders/aperture/ell_05_ap-1.20_socket_v2.png,0.7712566612035435,yes,0.41484853625297546,-2.1066,0,0,1,1,<=,1,e61a5eb5201ba4b66fbeb0718d4f27192f81f537ae6c48ab1b24c09520ba1fd0
calib,ell,ell_06,ell_06,0.3,compatible,,0.2221,data/renders/procedural/ell_06_peg_v1.png,data/renders/procedural/ell_06_peg_v2.png,data/renders/procedural/ell_06_socket_v1.png,data/renders/procedural/ell_06_socket_v2.png,0.7637448532080334,yes,0.4372149407863617,0.2708,1,0,1,0,=,1,07f45024523e1fc1aa6161e1c397f0afc90fba0b7a9cc2524d1719b20833c184
calib,ell,ell_06,ell_06_ap+0.10,0.1,compatible,,0.0733,data/renders/procedural/ell_06_peg_v1.png,data/renders/procedural/ell_06_peg_v2.png,data/renders/aperture/ell_06_ap+0.10_socket_v1.png,data/renders/aperture/ell_06_ap+0.10_socket_v2.png,0.7665513607423917,yes,0.4388311803340912,0.0677,1,0,1,0,=,1,d215be79f360af9576c24de75a62a12146969ab9e65052b79106a8e8f2384e70
calib,ell,ell_06,ell_06_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/ell_06_peg_v1.png,data/renders/procedural/ell_06_peg_v2.png,data/renders/aperture/ell_06_ap+0.00_socket_v1.png,data/renders/aperture/ell_06_ap+0.00_socket_v2.png,0.7633516663777852,yes,0.43114957213401794,0.0677,1,0,1,0,=,0,ad76d34d01bc4a762946cd47afd54613b2b6f6417b69934dc978d0f626fee543
