peg_id,socket_id,label,reason,margin_mm,max_gap_mm,best_rot,fit_rots,loose,nominal,same_family
trapezoid_01,obround_04,incompatible,,-2.0,nan,0,,0,0,0
trapezoid_02,obround_04,incompatible,,-2.0,nan,0,,0,0,0
trapezoid_03,obround_04,incompatible,,-2.0,nan,0,,0,0,0
chamfered_01,obround_04,incompatible,,-2.0,nan,0,,0,0,0
chamfered_02,obround_04,incompatible,,-2.0,nan,0,,0,0,0
chamfered_03,obround_04,incompatible,,-2.0,nan,0,,0,0,0
chamfered_04,obround_04,incompatible,,-1.7588,nan,0,,0,0,0
gear_01,obround_04,incompatible,,-2.0,nan,0,,0,0,0
gear_02,obround_04,incompatible,,-2.0,nan,0,,0,0,0
gear_03,obround_04,incompatible,,-2.0,nan,0,,0,0,0
tube_01,obround_04,incompatible,,-2.0,nan,0,,0,0,0
tube_02,obround_04,incompatible,,-2.0,nan,0,,0,0,0
tube_03,obround_04,incompatible,,-2.0,nan,0,,0,0,0
circle_01,ellipse_01,compatible,,1.2999,5.3018,0,0 90 180 270,1,0,0
circle_02,ellipse_01,incompatible,,-0.2002,nan,0,,0,0,0
circle_03,ellipse_01,incompatible,,-1.7002,nan,0,,0,0,0
circle_04,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
circle_05,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
square_01,ellipse_01,compatible,,0.484,5.3008,0,0 90 180 270,1,0,0
square_02,ellipse_01,incompatible,,-1.46,nan,0,,0,0,0
square_03,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
square_04,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
rect_01,ellipse_01,incompatible,,-1.3633,nan,0,,0,0,0
rect_02,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
rect_03,ellipse_01,ambiguous,boundary,-0.0186,nan,0,,0,0,0
rect_04,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
rect_05,ellipse_01,compatible,,1.9103,4.3008,0,0 180,1,0,0
obround_01,ellipse_01,compatible,,0.2667,2.3008,0,0 180,1,0,0
obround_02,ellipse_01,compatible,,1.4944,2.3008,0,0 180,1,0,0
obround_03,ellipse_01,incompatible,,-1.7031,nan,0,,0,0,0
obround_04,ellipse_01,compatible,,2.4944,3.3018,0,0 180,1,0,0
ellipse_01,ellipse_01,compatible,,0.2998,0.3008,0,0 180,0,1,1
ellipse_02,ellipse_01,compatible,,1.2618,1.3008,0,0 180,1,0,1
ellipse_03,ellipse_01,incompatible,,-1.7012,nan,0,,0,0,1
polygon_01,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
polygon_02,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
polygon_03,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
polygon_04,ellipse_01,incompatible,,-1.0889,nan,0,,0,0,0
polygon_05,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
dshape_01,ellipse_01,incompatible,,-1.1719,nan,0,,0,0,0
dshape_02,ellipse_01,incompatible,,-0.6182,nan,0,,0,0,0
dshape_03,ellipse_01,ambiguous,off_centre,-0.1494,nan,0,,0,0,0
dshape_04,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
double_d_01,ellipse_01,incompatible,,-0.5566,nan,0,,0,0,0
double_d_02,ellipse_01,compatible,,0.5828,2.3008,180,0 180,1,0,0
double_d_03,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
cross_01,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
cross_02,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
cross_03,ellipse_01,incompatible,,-1.9443,nan,0,,0,0,0
cross_04,ellipse_01,incompatible,,-0.958,nan,0,,0,0,0
tee_01,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
tee_02,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
tee_03,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
ell_01,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
ell_02,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
ell_03,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
ell_04,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
ell_05,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
ell_06,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
star_01,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
star_02,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
star_03,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
star_04,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
keyed_01,ellipse_01,incompatible,,-1.7041,nan,90,,0,0,0
keyed_02,ellipse_01,incompatible,,-1.7119,nan,90,,0,0,0
keyed_03,ellipse_01,incompatible,,-1.7002,nan,90,,0,0,0
keyed_04,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
keyed_05,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
notched_01,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
notched_02,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
notched_03,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
notched_04,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
trapezoid_01,ellipse_01,incompatible,,-1.207,nan,0,,0,0,0
trapezoid_02,ellipse_01,incompatible,,-1.2637,nan,0,,0,0,0
trapezoid_03,ellipse_01,compatible,,0.133,3.2734,0,0 180,1,0,0
chamfered_01,ellipse_01,incompatible,,-0.7627,nan,0,,0,0,0
chamfered_02,ellipse_01,incompatible,,-0.7627,nan,0,,0,0,0
chamfered_03,ellipse_01,incompatible,,-0.9912,nan,0,,0,0,0
chamfered_04,ellipse_01,compatible,,0.5155,3.5518,0,0 180,1,0,0
gear_01,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
gear_02,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
gear_03,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
tube_01,ellipse_01,incompatible,,-0.7002,nan,0,,0,0,0
tube_02,ellipse_01,incompatible,,-0.7002,nan,0,,0,0,0
tube_03,ellipse_01,incompatible,,-2.0,nan,0,,0,0,0
circle_01,ellipse_02,compatible,,0.3,4.3018,0,0 90 180 270,1,0,0
circle_02,ellipse_02,incompatible,,-1.2002,nan,0,,0,0,0
circle_03,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
circle_04,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
circle_05,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
square_01,ellipse_02,incompatible,,-0.4951,nan,0,,0,0,0
square_02,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
square_03,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
square_04,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
rect_01,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
rect_02,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
rect_03,ellipse_02,incompatible,,-0.9805,nan,0,,0,0,0
rect_04,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
rect_05,ellipse_02,compatible,,0.9436,3.3008,0,0 180,1,0,0
obround_01,ellipse_02,incompatible,,-0.7139,nan,0,,0,0,0
obround_02,ellipse_02,compatible,,0.5243,1.3008,0,0 180,1,0,0
obround_03,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
obround_04,ellipse_02,compatible,,1.5243,2.3008,0,0 180,1,0,0
ellipse_01,ellipse_02,incompatible,,-0.7002,nan,0,,0,0,1
ellipse_02,ellipse_02,compatible,,0.2998,0.3008,0,0 180,0,1,1
ellipse_03,ellipse_02,incompatible,,-2.0,nan,0,,0,0,1
polygon_01,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
polygon_02,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
polygon_03,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
polygon_04,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
polygon_05,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
dshape_01,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
dshape_02,ellipse_02,incompatible,,-1.585,nan,0,,0,0,0
dshape_03,ellipse_02,incompatible,,-1.1123,nan,0,,0,0,0
dshape_04,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
double_d_01,ellipse_02,incompatible,,-1.5342,nan,0,,0,0,0
double_d_02,ellipse_02,incompatible,,-0.3848,nan,0,,0,0,0
double_d_03,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
cross_01,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
cross_02,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
cross_03,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
cross_04,ellipse_02,incompatible,,-1.9492,nan,0,,0,0,0
tee_01,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
tee_02,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
tee_03,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
ell_01,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
ell_02,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
ell_03,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
ell_04,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
ell_05,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
ell_06,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
star_01,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
star_02,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
star_03,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
star_04,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
keyed_01,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
keyed_02,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
keyed_03,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
keyed_04,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
keyed_05,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
notched_01,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
notched_02,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
notched_03,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
notched_04,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
trapezoid_01,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
trapezoid_02,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
trapezoid_03,ellipse_02,incompatible,,-0.8301,nan,0,,0,0,0
chamfered_01,ellipse_02,incompatible,,-1.7295,nan,0,,0,0,0
chamfered_02,ellipse_02,incompatible,,-1.7295,nan,0,,0,0,0
chamfered_03,ellipse_02,incompatible,,-1.959,nan,0,,0,0,0
chamfered_04,ellipse_02,incompatible,,-0.4502,nan,0,,0,0,0
gear_01,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
gear_02,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
gear_03,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
tube_01,ellipse_02,incompatible,,-1.7002,nan,0,,0,0,0
tube_02,ellipse_02,incompatible,,-1.7002,nan,0,,0,0,0
tube_03,ellipse_02,incompatible,,-2.0,nan,0,,0,0,0
circle_01,ellipse_03,compatible,,3.2996,7.3027,0,0 90 180 270,1,0,0
circle_02,ellipse_03,compatible,,1.7998,5.8018,0,0 90 180 270,1,0,0
circle_03,ellipse_03,compatible,,0.3,4.3018,0,0 90 180 270,1,0,0
circle_04,ellipse_03,incompatible,,-1.7002,nan,0,,0,0,0
circle_05,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
square_01,ellipse_03,compatible,,2.4549,7.2998,0,0 90 180 270,1,0,0
square_02,ellipse_03,compatible,,0.5047,5.7998,0,0 90 180 270,1,0,0
square_03,ellipse_03,incompatible,,-1.4902,nan,0,,0,0,0
square_04,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
rect_01,ellipse_03,compatible,,0.59,4.3008,0,0 180,1,0,0
rect_02,ellipse_03,ambiguous,off_centre,-0.1191,nan,0,,0,0,0
rect_03,ellipse_03,compatible,,1.9311,4.3008,0,0 180,1,0,0
rect_04,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
rect_05,ellipse_03,compatible,,3.8642,6.2998,0,0 90 180 270,1,0,0
obround_01,ellipse_03,compatible,,2.2301,4.3008,180,0 180,1,0,0
obround_02,ellipse_03,compatible,,3.4537,4.3018,0,0 90 180 270,1,0,0
obround_03,ellipse_03,compatible,,0.297,3.3008,0,0 180,1,0,0
obround_04,ellipse_03,compatible,,4.4536,5.3018,0,0 90 180 270,1,0,0
ellipse_01,ellipse_03,compatible,,2.2484,2.3008,0,0 180,1,0,1
ellipse_02,ellipse_03,compatible,,3.2109,3.3008,0,0 180,1,0,1
ellipse_03,ellipse_03,compatible,,0.2998,0.3008,0,0 180,0,1,1
polygon_01,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
polygon_02,ellipse_03,incompatible,,-1.457,nan,90,,0,0,0
polygon_03,ellipse_03,incompatible,,-1.0332,nan,0,,0,0,0
polygon_04,ellipse_03,compatible,,0.8957,4.5049,0,0 90 180 270,1,0,0
polygon_05,ellipse_03,incompatible,,-1.3203,nan,0,,0,0,0
dshape_01,ellipse_03,compatible,,0.8288,4.3232,0,0 90 180 270,1,0,0
dshape_02,ellipse_03,compatible,,1.3393,4.4414,180,0 90 180 270,1,0,0
dshape_03,ellipse_03,compatible,,1.8009,4.7061,180,0 180,1,0,0
dshape_04,ellipse_03,incompatible,,-0.8389,nan,0,,0,0,0
double_d_01,ellipse_03,compatible,,1.4174,4.3018,0,0 90 180 270,1,0,0
double_d_02,ellipse_03,compatible,,2.5346,4.3018,0,0 90 180 270,1,0,0
double_d_03,ellipse_03,incompatible,,-0.2158,nan,0,,0,0,0
cross_01,ellipse_03,incompatible,,-1.8584,nan,0,,0,0,0
cross_02,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
cross_03,ellipse_03,ambiguous,boundary,0.0489,nan,0,,0,0,0
cross_04,ellipse_03,compatible,,1.0323,3.8828,0,0 180,1,0,0
tee_01,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
tee_02,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
tee_03,ellipse_03,incompatible,,-1.3457,nan,90,,0,0,0
ell_01,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
ell_02,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
ell_03,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
ell_04,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
ell_05,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
ell_06,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
star_01,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
star_02,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
star_03,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
star_04,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
keyed_01,ellipse_03,compatible,,0.2956,4.0352,270,90 270,1,0,0
keyed_02,ellipse_03,compatible,,0.2875,3.8516,270,90 270,1,0,0
keyed_03,ellipse_03,compatible,,0.3,3.1895,90,90 270,1,0,0
keyed_04,ellipse_03,incompatible,,-1.5225,nan,0,,0,0,0
keyed_05,ellipse_03,incompatible,,-1.7051,nan,90,,0,0,0
notched_01,ellipse_03,ambiguous,off_centre,-0.1377,nan,0,,0,0,0
notched_02,ellipse_03,ambiguous,off_centre,-0.3447,nan,0,,0,0,0
notched_03,ellipse_03,ambiguous,off_centre,-0.3447,nan,0,,0,0,0
notched_04,ellipse_03,ambiguous,off_centre,-0.4277,nan,0,,0,0,0
trapezoid_01,ellipse_03,compatible,,0.7485,4.5361,180,0 180,1,0,0
trapezoid_02,ellipse_03,compatible,,0.692,4.4482,180,0 180,1,0,0
trapezoid_03,ellipse_03,compatible,,2.0818,5.2637,180,0 180,1,0,0
chamfered_01,ellipse_03,compatible,,1.1878,4.3975,0,0 180,1,0,0
chamfered_02,ellipse_03,compatible,,1.1878,4.3975,0,0 180,1,0,0
chamfered_03,ellipse_03,compatible,,0.9623,4.5225,0,0 180,1,0,0
chamfered_04,ellipse_03,compatible,,2.4662,5.5518,0,0 90 180 270,1,0,0
gear_01,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
gear_02,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
gear_03,ellipse_03,incompatible,,-2.0,nan,0,,0,0,0
tube_01,ellipse_03,compatible,,1.2999,5.3018,0,0 90 180 270,1,0,0
tube_02,ellipse_03,compatible,,1.2999,5.3018,180,0 90 180 270,1,0,0
tube_03,ellipse_03,incompatible,,-0.7002,nan,0,,0,0,0
circle_01,polygon_01,compatible,,0.8,6.3027,0,0 90 180 270,1,0,0
circle_02,polygon_01,incompatible,,-0.7002,nan,0,,0,0,0
circle_03,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
circle_04,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
circle_05,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
square_01,polygon_01,incompatible,,-1.0303,nan,0,,0,0,0
square_02,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
square_03,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
square_04,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
rect_01,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
rect_02,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
rect_03,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
rect_04,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
rect_05,polygon_01,ambiguous,off_centre,-0.2002,nan,90,,0,0,0
obround_01,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
obround_02,polygon_01,incompatible,,-1.6641,nan,0,,0,0,0
obround_03,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
obround_04,polygon_01,ambiguous,off_centre,-0.6641,nan,0,,0,0,0
ellipse_01,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
ellipse_02,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
ellipse_03,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
polygon_01,polygon_01,compatible,,0.2999,0.3008,0,0,0,1,1
polygon_02,polygon_01,incompatible,,-2.0,nan,0,,0,0,1
polygon_03,polygon_01,incompatible,,-2.0,nan,0,,0,0,1
polygon_04,polygon_01,incompatible,,-1.1289,nan,0,,0,0,1
polygon_05,polygon_01,incompatible,,-2.0,nan,0,,0,0,1
dshape_01,polygon_01,incompatible,,-1.9346,nan,180,,0,0,0
dshape_02,polygon_01,incompatible,,-1.5146,nan,180,,0,0,0
dshape_03,polygon_01,incompatible,,-1.0283,nan,180,,0,0,0
dshape_04,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
double_d_01,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
double_d_02,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
double_d_03,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
cross_01,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
cross_02,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
cross_03,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
cross_04,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
tee_01,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
tee_02,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
tee_03,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
ell_01,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
ell_02,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
ell_03,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
ell_04,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
ell_05,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
ell_06,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
star_01,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
star_02,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
star_03,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
star_04,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
keyed_01,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
keyed_02,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
keyed_03,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
keyed_04,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
keyed_05,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
notched_01,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
notched_02,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
notched_03,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
notched_04,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
trapezoid_01,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
trapezoid_02,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
trapezoid_03,polygon_01,incompatible,,-1.4922,nan,180,,0,0,0
chamfered_01,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
chamfered_02,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
chamfered_03,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
chamfered_04,polygon_01,incompatible,,-1.1816,nan,90,,0,0,0
gear_01,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
gear_02,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
gear_03,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
tube_01,polygon_01,incompatible,,-1.2002,nan,0,,0,0,0
tube_02,polygon_01,incompatible,,-1.2002,nan,0,,0,0,0
tube_03,polygon_01,incompatible,,-2.0,nan,0,,0,0,0
circle_01,polygon_02,compatible,,3.3902,5.3018,0,0 90 180 270,1,0,0
circle_02,polygon_02,compatible,,1.8902,3.8027,180,0 90 180 270,1,0,0
circle_03,polygon_02,compatible,,0.3902,2.3027,0,0 90 180 270,1,0,0
circle_04,polygon_02,incompatible,,-1.6104,nan,0,,0,0,0
circle_05,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
square_01,polygon_02,compatible,,1.4062,5.3008,0,0 90 180 270,1,0,0
square_02,polygon_02,ambiguous,off_centre,-0.6895,nan,0,,0,0,0
square_03,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
square_04,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
rect_01,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
rect_02,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
rect_03,polygon_02,ambiguous,off_centre,-0.4336,nan,90,,0,0,0
rect_04,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
rect_05,polygon_02,compatible,,1.7727,6.8105,90,0 90 180 270,1,0,0
obround_01,polygon_02,incompatible,,-1.3154,nan,0,,0,0,0
obround_02,polygon_02,compatible,,0.5867,5.8105,180,0 90 180 270,1,0,0
obround_03,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
obround_04,polygon_02,compatible,,1.5865,6.8105,0,0 90 180 270,1,0,0
ellipse_01,polygon_02,incompatible,,-1.2998,nan,0,,0,0,0
ellipse_02,polygon_02,ambiguous,off_centre,-0.3066,nan,0,,0,0,0
ellipse_03,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
polygon_01,polygon_02,incompatible,,-2.0,nan,0,,0,0,1
polygon_02,polygon_02,compatible,,0.2999,0.3008,0,0,0,1,1
polygon_03,polygon_02,incompatible,,-1.5557,nan,0,,0,0,1
polygon_04,polygon_02,compatible,,0.434,3.3174,0,0 90 180 270,1,0,1
polygon_05,polygon_02,incompatible,,-1.5791,nan,0,,0,0,1
dshape_01,polygon_02,compatible,,0.2283,2.8301,180,90 180 270,1,0,0
dshape_02,polygon_02,ambiguous,boundary,-0.0254,nan,0,,0,0,0
dshape_03,polygon_02,compatible,,0.3243,5.957,0,0,1,0,0
dshape_04,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
double_d_01,polygon_02,compatible,,0.3917,3.8105,0,0 90 180 270,1,0,0
double_d_02,polygon_02,compatible,,0.3917,5.8105,180,0 90 180 270,1,0,0
double_d_03,polygon_02,incompatible,,-1.6084,nan,0,,0,0,0
cross_01,polygon_02,incompatible,,-1.8936,nan,0,,0,0,0
cross_02,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
cross_03,polygon_02,ambiguous,off_centre,-0.1455,nan,0,,0,0,0
cross_04,polygon_02,incompatible,,-1.6104,nan,90,,0,0,0
tee_01,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
tee_02,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
tee_03,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
ell_01,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
ell_02,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
ell_03,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
ell_04,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
ell_05,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
ell_06,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
star_01,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
star_02,polygon_02,incompatible,,-0.7012,nan,0,,0,0,0
star_03,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
star_04,polygon_02,incompatible,,-0.7012,nan,0,,0,0,0
keyed_01,polygon_02,ambiguous,off_centre,-0.3672,nan,0,,0,0,0
keyed_02,polygon_02,incompatible,,-0.8057,nan,0,,0,0,0
keyed_03,polygon_02,incompatible,,-1.584,nan,90,,0,0,0
keyed_04,polygon_02,incompatible,,-1.3516,nan,180,,0,0,0
keyed_05,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
notched_01,polygon_02,incompatible,,-1.2168,nan,180,,0,0,0
notched_02,polygon_02,incompatible,,-1.5479,nan,90,,0,0,0
notched_03,polygon_02,incompatible,,-1.5479,nan,270,,0,0,0
notched_04,polygon_02,incompatible,,-1.3203,nan,180,,0,0,0
trapezoid_01,polygon_02,incompatible,,-0.5342,nan,0,,0,0,0
trapezoid_02,polygon_02,incompatible,,-0.6045,nan,0,,0,0,0
trapezoid_03,polygon_02,compatible,,0.6059,6.4912,0,0,1,0,0
chamfered_01,polygon_02,incompatible,,-1.0908,nan,270,,0,0,0
chamfered_02,polygon_02,incompatible,,-1.0908,nan,90,,0,0,0
chamfered_03,polygon_02,incompatible,,-0.8115,nan,180,,0,0,0
chamfered_04,polygon_02,compatible,,0.6968,5.9365,180,0 90 180 270,1,0,0
gear_01,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
gear_02,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
gear_03,polygon_02,incompatible,,-2.0,nan,0,,0,0,0
tube_01,polygon_02,compatible,,1.3902,3.3027,0,0 90 180 270,1,0,0
tube_02,polygon_02,compatible,,1.3902,4.501,0,0 90 180 270,1,0,0
tube_03,polygon_02,incompatible,,-0.6104,nan,0,,0,0,0
circle_01,polygon_03,compatible,,3.9603,5.3018,0,0 90 180 270,1,0,0
circle_02,polygon_03,compatible,,2.4603,3.8018,0,0 90 180 270,1,0,0
circle_03,polygon_03,compatible,,0.9603,2.3027,0,0 90 180 270,1,0,0
circle_04,polygon_03,incompatible,,-1.04,nan,0,,0,0,0
circle_05,polygon_03,incompatible,,-2.0,nan,0,,0,0,0
square_01,polygon_03,compatible,,2.1301,5.3008,0,0 90 180 270,1,0,0
square_02,polygon_03,compatible,,0.0811,3.8008,0,0 90 180 270,1,0,0
square_03,polygon_03,incompatible,,-1.9688,nan,0,,0,0,0
