split,family,peg_id,cand_id,offset_mm,label,reason,margin_mm,peg_v1,peg_v2,socket_v1,socket_v2,p_yes,answer,top_prob,image_margin_mm,image_fits,accept_tau,accept_yes
test,double_d,double_d_03,double_d_03_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/double_d_03_peg_v1.png,data/renders/procedural/double_d_03_peg_v2.png,data/renders/aperture/double_d_03_ap+0.10_socket_v1.png,data/renders/aperture/double_d_03_ap+0.10_socket_v2.png,0.8014135961358729,yes,0.5990884304046631,0.1354,1,1,1
test,double_d,double_d_03,double_d_03_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/double_d_03_peg_v1.png,data/renders/procedural/double_d_03_peg_v2.png,data/renders/aperture/double_d_03_ap+0.00_socket_v1.png,data/renders/aperture/double_d_03_ap+0.00_socket_v2.png,0.7966856414867515,yes,0.5978708863258362,0.0677,1,1,1
test,double_d,double_d_03,double_d_03_ap-0.10,-0.1,ambiguous,off_centre,-0.1094,data/renders/procedural/double_d_03_peg_v1.png,data/renders/procedural/double_d_03_peg_v2.png,data/renders/aperture/double_d_03_ap-0.10_socket_v1.png,data/renders/aperture/double_d_03_ap-0.10_socket_v2.png,0.8000587845927302,yes,0.6073235869407654,-0.1354,0,1,1
test,double_d,double_d_03,double_d_03_ap-0.30,-0.3,incompatible,,-0.3271,data/renders/procedural/double_d_03_peg_v1.png,data/renders/procedural/double_d_03_peg_v2.png,data/renders/aperture/double_d_03_ap-0.30_socket_v1.png,data/renders/aperture/double_d_03_ap-0.30_socket_v2.png,0.7912680365549762,yes,0.5673900842666626,-0.3452,0,1,1
test,double_d,double_d_03,double_d_03_ap-0.60,-0.6,incompatible,,-0.6533,data/renders/procedural/double_d_03_peg_v1.png,data/renders/procedural/double_d_03_peg_v2.png,data/renders/aperture/double_d_03_ap-0.60_socket_v1.png,data/renders/aperture/double_d_03_ap-0.60_socket_v2.png,0.7998692600965825,yes,0.5810851454734802,-0.6423,0,1,1
test,double_d,double_d_03,double_d_03_ap-1.20,-1.2,incompatible,,-1.3105,data/renders/procedural/double_d_03_peg_v1.png,data/renders/procedural/double_d_03_peg_v2.png,data/renders/aperture/double_d_03_ap-1.20_socket_v1.png,data/renders/aperture/double_d_03_ap-1.20_socket_v2.png,0.7981555879855707,yes,0.6035988330841064,-1.3077,0,1,1
calib,ell,ell_01,ell_01,0.3,compatible,,0.2346,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/procedural/ell_01_socket_v1.png,data/renders/procedural/ell_01_socket_v2.png,0.7811665399069078,yes,0.4823830723762512,0.2708,1,0,1
calib,ell,ell_01,ell_01_ap+0.10,0.1,compatible,,0.0776,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/aperture/ell_01_ap+0.10_socket_v1.png,data/renders/aperture/ell_01_ap+0.10_socket_v2.png,0.7849113708919369,yes,0.5074292421340942,0.0677,1,0,1
calib,ell,ell_01,ell_01_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/aperture/ell_01_ap+0.00_socket_v1.png,data/renders/aperture/ell_01_ap+0.00_socket_v2.png,0.7828202336876472,yes,0.4862931966781616,0.0677,1,0,1
calib,ell,ell_01,ell_01_ap-0.10,-0.1,ambiguous,off_centre,-0.165,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/aperture/ell_01_ap-0.10_socket_v1.png,data/renders/aperture/ell_01_ap-0.10_socket_v2.png,0.7845104987590317,yes,0.4815748333930969,-0.1915,0,0,1
calib,ell,ell_01,ell_01_ap-0.30,-0.3,incompatible,,-0.4941,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/aperture/ell_01_ap-0.30_socket_v1.png,data/renders/aperture/ell_01_ap-0.30_socket_v2.png,0.7811692157073439,yes,0.4823819696903229,-0.4788,0,0,1
calib,ell,ell_01,ell_01_ap-0.60,-0.6,incompatible,,-0.9912,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/aperture/ell_01_ap-0.60_socket_v1.png,data/renders/aperture/ell_01_ap-0.60_socket_v2.png,0.7788494122228292,yes,0.46940866112709045,-0.9109,0,0,1
calib,ell,ell_01,ell_01_ap-1.20,-1.2,incompatible,,-1.998,data/renders/procedural/ell_01_peg_v1.png,data/renders/procedural/ell_01_peg_v2.png,data/renders/aperture/ell_01_ap-1.20_socket_v1.png,data/renders/aperture/ell_01_ap-1.20_socket_v2.png,0.7893545855594294,yes,0.5214367508888245,-1.9635,0,1,1
calib,ell,ell_02,ell_02,0.3,compatible,,0.2346,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/procedural/ell_02_socket_v1.png,data/renders/procedural/ell_02_socket_v2.png,0.766450453501677,yes,0.4816615581512451,0.2708,1,0,1
calib,ell,ell_02,ell_02_ap+0.10,0.1,compatible,,0.0776,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/aperture/ell_02_ap+0.10_socket_v1.png,data/renders/aperture/ell_02_ap+0.10_socket_v2.png,0.7692361676484797,yes,0.4834073781967163,0.0677,1,0,1
calib,ell,ell_02,ell_02_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/aperture/ell_02_ap+0.00_socket_v1.png,data/renders/aperture/ell_02_ap+0.00_socket_v2.png,0.7685867330378893,yes,0.471757709980011,0.0677,1,0,1
calib,ell,ell_02,ell_02_ap-0.10,-0.1,ambiguous,off_centre,-0.165,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/aperture/ell_02_ap-0.10_socket_v1.png,data/renders/aperture/ell_02_ap-0.10_socket_v2.png,0.7693147497165974,yes,0.4693695902824402,-0.1915,0,0,1
calib,ell,ell_02,ell_02_ap-0.30,-0.3,incompatible,,-0.4941,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/aperture/ell_02_ap-0.30_socket_v1.png,data/renders/aperture/ell_02_ap-0.30_socket_v2.png,0.7615079646950756,yes,0.4589086174964905,-0.4788,0,0,1
calib,ell,ell_02,ell_02_ap-0.60,-0.6,incompatible,,-0.9912,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/aperture/ell_02_ap-0.60_socket_v1.png,data/renders/aperture/ell_02_ap-0.60_socket_v2.png,0.7682974499284615,yes,0.4772133529186249,-0.9109,0,0,1
calib,ell,ell_02,ell_02_ap-1.20,-1.2,incompatible,,-1.998,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/aperture/ell_02_ap-1.20_socket_v1.png,data/renders/aperture/ell_02_ap-1.20_socket_v2.png,0.7557147902712789,yes,0.4354887008666992,-1.9635,0,0,1
calib,ell,ell_03,ell_03,0.3,compatible,,0.2417,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/procedural/ell_03_socket_v1.png,data/renders/procedural/ell_03_socket_v2.png,0.7910442139527182,yes,0.5843847990036011,0.2708,1,1,1
calib,ell,ell_03,ell_03_ap+0.10,0.1,compatible,,0.08,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap+0.10_socket_v1.png,data/renders/aperture/ell_03_ap+0.10_socket_v2.png,0.7870039873201902,yes,0.5790425539016724,0.0677,1,0,1
calib,ell,ell_03,ell_03_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap+0.00_socket_v1.png,data/renders/aperture/ell_03_ap+0.00_socket_v2.png,0.7874983407798958,yes,0.5572812557220459,0.0677,1,0,1
calib,ell,ell_03,ell_03_ap-0.10,-0.1,ambiguous,off_centre,-0.1621,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap-0.10_socket_v1.png,data/renders/aperture/ell_03_ap-0.10_socket_v2.png,0.7892759032090305,yes,0.5534334182739258,-0.2441,0,1,1
calib,ell,ell_03,ell_03_ap-0.30,-0.3,incompatible,,-0.4873,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap-0.30_socket_v1.png,data/renders/aperture/ell_03_ap-0.30_socket_v2.png,0.787274734909959,yes,0.5390002727508545,-0.5288,0,0,1
calib,ell,ell_03,ell_03_ap-0.60,-0.6,incompatible,,-0.9766,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap-0.60_socket_v1.png,data/renders/aperture/ell_03_ap-0.60_socket_v2.png,0.7928975630196236,yes,0.5455203056335449,-1.0066,0,1,1
calib,ell,ell_03,ell_03_ap-1.20,-1.2,incompatible,,-1.9688,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap-1.20_socket_v1.png,data/renders/aperture/ell_03_ap-1.20_socket_v2.png,0.7979171154897927,yes,0.556892991065979,-1.9635,0,1,1
calib,ell,ell_04,ell_04,0.3,compatible,,0.2417,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/procedural/ell_04_socket_v1.png,data/renders/procedural/ell_04_socket_v2.png,0.7753299941360045,yes,0.5333912372589111,0.2708,1,0,1
calib,ell,ell_04,ell_04_ap+0.10,0.1,compatible,,0.08,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap+0.10_socket_v1.png,data/renders/aperture/ell_04_ap+0.10_socket_v2.png,0.7719366561294129,yes,0.5179494023323059,0.0677,1,0,1
calib,ell,ell_04,ell_04_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap+0.00_socket_v1.png,data/renders/aperture/ell_04_ap+0.00_socket_v2.png,0.7728426698587504,yes,0.5158894658088684,0.0677,1,0,1
calib,ell,ell_04,ell_04_ap-0.10,-0.1,ambiguous,off_centre,-0.1621,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap-0.10_socket_v1.png,data/renders/aperture/ell_04_ap-0.10_socket_v2.png,0.7713534200917471,yes,0.5228087306022644,-0.2441,0,0,1
calib,ell,ell_04,ell_04_ap-0.30,-0.3,incompatible,,-0.4873,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap-0.30_socket_v1.png,data/renders/aperture/ell_04_ap-0.30_socket_v2.png,0.7720014523462903,yes,0.5099374651908875,-0.5288,0,0,1
calib,ell,ell_04,ell_04_ap-0.60,-0.6,incompatible,,-0.9766,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap-0.60_socket_v1.png,data/renders/aperture/ell_04_ap-0.60_socket_v2.png,0.7770344317330745,yes,0.5105785727500916,-1.0066,0,0,1
calib,ell,ell_04,ell_04_ap-1.20,-1.2,incompatible,,-1.9688,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap-1.20_socket_v1.png,data/renders/aperture/ell_04_ap-1.20_socket_v2.png,0.7819369625030473,yes,0.5192803740501404,-1.9635,0,0,1
calib,ell,ell_05,ell_05,0.3,compatible,,0.2221,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/procedural/ell_05_socket_v1.png,data/renders/procedural/ell_05_socket_v2.png,0.7728156210906908,yes,0.43060192465782166,0.2708,1,0,1
calib,ell,ell_05,ell_05_ap+0.10,0.1,compatible,,0.0733,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap+0.10_socket_v1.png,data/renders/aperture/ell_05_ap+0.10_socket_v2.png,0.7604792293212,yes,0.3794536292552948,0.0677,1,0,1
calib,ell,ell_05,ell_05_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap+0.00_socket_v1.png,data/renders/aperture/ell_05_ap+0.00_socket_v2.png,0.7601267143312977,yes,0.3881654143333435,0.0677,1,0,1
calib,ell,ell_05,ell_05_ap-0.10,-0.1,ambiguous,off_centre,-0.1689,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap-0.10_socket_v1.png,data/renders/aperture/ell_05_ap-0.10_socket_v2.png,0.7585259049522015,yes,0.37848198413848877,-0.2873,0,0,1
calib,ell,ell_05,ell_05_ap-0.30,-0.3,incompatible,,-0.5078,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap-0.30_socket_v1.png,data/renders/aperture/ell_05_ap-0.30_socket_v2.png,0.7552678685268535,yes,0.37980082631111145,-0.6242,0,0,1
calib,ell,ell_05,ell_05_ap-0.60,-0.6,incompatible,,-1.0205,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap-0.60_socket_v1.png,data/renders/aperture/ell_05_ap-0.60_socket_v2.png,0.7505970450929951,yes,0.3862327039241791,-1.149,0,0,1
calib,ell,ell_05,ell_05_ap-1.20,-1.2,incompatible,,-2.0,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap-1.20_socket_v1.png,data/renders/aperture/ell_05_ap-1.20_socket_v2.png,0.7712566612035435,yes,0.41484853625297546,-2.1066,0,0,1
calib,ell,ell_06,ell_06,0.3,compatible,,0.2221,data/renders/procedural/ell_06_peg_v1.png,data/renders/procedural/ell_06_peg_v2.png,data/renders/procedural/ell_06_socket_v1.png,data/renders/procedural/ell_06_socket_v2.png,0.7637448532080334,yes,0.4372149407863617,0.2708,1,0,1
calib,ell,ell_06,ell_06_ap+0.10,0.1,compatible,,0.0733,data/renders/procedural/ell_06_peg_v1.png,data/renders/procedural/ell_06_peg_v2.png,data/renders/aperture/ell_06_ap+0.10_socket_v1.png,data/renders/aperture/ell_06_ap+0.10_socket_v2.png,0.7665513607423917,yes,0.4388311803340912,0.0677,1,0,1
calib,ell,ell_06,ell_06_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/ell_06_peg_v1.png,data/renders/procedural/ell_06_peg_v2.png,data/renders/aperture/ell_06_ap+0.00_socket_v1.png,data/renders/aperture/ell_06_ap+0.00_socket_v2.png,0.7633516663777852,yes,0.43114957213401794,0.0677,1,0,1
calib,ell,ell_06,ell_06_ap-0.10,-0.1,ambiguous,off_centre,-0.1689,data/renders/procedural/ell_06_peg_v1.png,data/renders/procedural/ell_06_peg_v2.png,data/renders/aperture/ell_06_ap-0.10_socket_v1.png,data/renders/aperture/ell_06_ap-0.10_socket_v2.png,0.7611307573967102,yes,0.4211314618587494,-0.2873,0,0,1
calib,ell,ell_06,ell_06_ap-0.30,-0.3,incompatible,,-0.5078,data/renders/procedural/ell_06_peg_v1.png,data/renders/procedural/ell_06_peg_v2.png,data/renders/aperture/ell_06_ap-0.30_socket_v1.png,data/renders/aperture/ell_06_ap-0.30_socket_v2.png,0.7574997540631154,yes,0.40446943044662476,-0.6242,0,0,1
calib,ell,ell_06,ell_06_ap-0.60,-0.6,incompatible,,-1.0205,data/renders/procedural/ell_06_peg_v1.png,data/renders/procedural/ell_06_peg_v2.png,data/renders/aperture/ell_06_ap-0.60_socket_v1.png,data/renders/aperture/ell_06_ap-0.60_socket_v2.png,0.7550388659714464,yes,0.39437586069107056,-1.149,0,0,1
calib,ell,ell_06,ell_06_ap-1.20,-1.2,incompatible,,-2.0,data/renders/procedural/ell_06_peg_v1.png,data/renders/procedural/ell_06_peg_v2.png,data/renders/aperture/ell_06_ap-1.20_socket_v1.png,data/renders/aperture/ell_06_ap-1.20_socket_v2.png,0.7718920352335037,yes,0.4594368636608124,-2.1066,0,0,1
calib,gear,gear_01,gear_01,0.3,compatible,,0.2999,data/renders/procedural/gear_01_peg_v1.png,data/renders/procedural/gear_01_peg_v2.png,data/renders/procedural/gear_01_socket_v1.png,data/renders/procedural/gear_01_socket_v2.png,0.8091336998059213,yes,0.5230876207351685,0.3028,1,1,1
calib,gear,gear_01,gear_01_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/gear_01_peg_v1.png,data/renders/procedural/gear_01_peg_v2.png,data/renders/aperture/gear_01_ap+0.10_socket_v1.png,data/renders/aperture/gear_01_ap+0.10_socket_v2.png,0.8065312246296894,yes,0.5098329782485962,0.0958,1,1,1
calib,gear,gear_01,gear_01_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/gear_01_peg_v1.png,data/renders/procedural/gear_01_peg_v2.png,data/renders/aperture/gear_01_ap+0.00_socket_v1.png,data/renders/aperture/gear_01_ap+0.00_socket_v2.png,0.7986906424044284,yes,0.48135659098625183,-0.0677,0,1,1
calib,gear,gear_01,gear_01_ap-0.10,-0.1,ambiguous,off_centre,-0.124,data/renders/procedural/gear_01_peg_v1.png,data/renders/procedural/gear_01_peg_v2.png,data/renders/aperture/gear_01_ap-0.10_socket_v1.png,data/renders/aperture/gear_01_ap-0.10_socket_v2.png,0.7975367924619958,yes,0.48064854741096497,-0.1514,0,1,1
calib,gear,gear_01,gear_01_ap-0.30,-0.3,incompatible,,-0.3711,data/renders/procedural/gear_01_peg_v1.png,data/renders/procedural/gear_01_peg_v2.png,data/renders/aperture/gear_01_ap-0.30_socket_v1.png,data/renders/aperture/gear_01_ap-0.30_socket_v2.png,0.8033647384061215,yes,0.5019811391830444,-0.4062,0,1,1
calib,gear,gear_01,gear_01_ap-0.60,-0.6,incompatible,,-0.7422,data/renders/procedural/gear_01_peg_v1.png,data/renders/procedural/gear_01_peg_v2.png,data/renders/aperture/gear_01_ap-0.60_socket_v1.png,data/renders/aperture/gear_01_ap-0.60_socket_v2.png,0.8033650874106308,yes,0.5019774436950684,-0.772,0,1,1
calib,gear,gear_01,gear_01_ap-1.20,-1.2,incompatible,,-1.4834,data/renders/procedural/gear_01_peg_v1.png,data/renders/procedural/gear_01_peg_v2.png,data/renders/aperture/gear_01_ap-1.20_socket_v1.png,data/renders/aperture/gear_01_ap-1.20_socket_v2.png,0.810682011186036,yes,0.5467677116394043,-1.4957,0,1,1
calib,gear,gear_02,gear_02,0.3,compatible,,0.2999,data/renders/procedural/gear_02_peg_v1.png,data/renders/procedural/gear_02_peg_v2.png,data/renders/procedural/gear_02_socket_v1.png,data/renders/procedural/gear_02_socket_v2.png,0.7806662825674662,yes,0.3955913782119751,0.3028,1,0,1
calib,gear,gear_02,gear_02_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/gear_02_peg_v1.png,data/renders/procedural/gear_02_peg_v2.png,data/renders/aperture/gear_02_ap+0.10_socket_v1.png,data/renders/aperture/gear_02_ap+0.10_socket_v2.png,0.7792115475708157,yes,0.4039549231529236,0.1354,1,0,1
calib,gear,gear_02,gear_02_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/gear_02_peg_v1.png,data/renders/procedural/gear_02_peg_v2.png,data/renders/aperture/gear_02_ap+0.00_socket_v1.png,data/renders/aperture/gear_02_ap+0.00_socket_v2.png,0.7825029607047383,yes,0.4178265333175659,0.0677,1,0,1
calib,gear,gear_02,gear_02_ap-0.10,-0.1,ambiguous,off_centre,-0.127,data/renders/procedural/gear_02_peg_v1.png,data/renders/procedural/gear_02_peg_v2.png,data/renders/aperture/gear_02_ap-0.10_socket_v1.png,data/renders/aperture/gear_02_ap-0.10_socket_v2.png,0.7794296737229066,yes,0.41314950585365295,-0.1354,0,0,1
calib,gear,gear_02,gear_02_ap-0.30,-0.3,incompatible,,-0.3799,data/renders/procedural/gear_02_peg_v1.png,data/renders/procedural/gear_02_peg_v2.png,data/renders/aperture/gear_02_ap-0.30_socket_v1.png,data/renders/aperture/gear_02_ap-0.30_socket_v2.png,0.7802994684490997,yes,0.407550185918808,-0.4062,0,0,1
calib,gear,gear_02,gear_02_ap-0.60,-0.6,incompatible,,-0.7588,data/renders/procedural/gear_02_peg_v1.png,data/renders/procedural/gear_02_peg_v2.png,data/renders/aperture/gear_02_ap-0.60_socket_v1.png,data/renders/aperture/gear_02_ap-0.60_socket_v2.png,0.7935428440940784,yes,0.45731446146965027,-0.8153,0,1,1
calib,gear,gear_02,gear_02_ap-1.20,-1.2,incompatible,,-1.5176,data/renders/procedural/gear_02_peg_v1.png,data/renders/procedural/gear_02_peg_v2.png,data/renders/aperture/gear_02_ap-1.20_socket_v1.png,data/renders/aperture/gear_02_ap-1.20_socket_v2.png,0.8083967731000705,yes,0.5368608832359314,-1.5632,0,1,1
calib,gear,gear_03,gear_03,0.3,compatible,,0.2999,data/renders/procedural/gear_03_peg_v1.png,data/renders/procedural/gear_03_peg_v2.png,data/renders/procedural/gear_03_socket_v1.png,data/renders/procedural/gear_03_socket_v2.png,0.7707205977970187,yes,0.42046812176704407,0.2441,1,0,1
calib,gear,gear_03,gear_03_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/gear_03_peg_v1.png,data/renders/procedural/gear_03_peg_v2.png,data/renders/aperture/gear_03_ap+0.10_socket_v1.png,data/renders/aperture/gear_03_ap+0.10_socket_v2.png,0.7729645582983293,yes,0.4571079909801483,0.1354,1,0,1
calib,gear,gear_03,gear_03_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/gear_03_peg_v1.png,data/renders/procedural/gear_03_peg_v2.png,data/renders/aperture/gear_03_ap+0.00_socket_v1.png,data/renders/aperture/gear_03_ap+0.00_socket_v2.png,0.76205166994909,yes,0.40092602372169495,-0.0677,0,0,1
calib,gear,gear_03,gear_03_ap-0.10,-0.1,ambiguous,off_centre,-0.127,data/renders/procedural/gear_03_peg_v1.png,data/renders/procedural/gear_03_peg_v2.png,data/renders/aperture/gear_03_ap-0.10_socket_v1.png,data/renders/aperture/gear_03_ap-0.10_socket_v2.png,0.7699319114705234,yes,0.4140593111515045,-0.1514,0,0,1
calib,gear,gear_03,gear_03_ap-0.30,-0.3,incompatible,,-0.3799,data/renders/procedural/gear_03_peg_v1.png,data/renders/procedural/gear_03_peg_v2.png,data/renders/aperture/gear_03_ap-0.30_socket_v1.png,data/renders/aperture/gear_03_ap-0.30_socket_v2.png,0.7819583452294585,yes,0.4799470603466034,-0.383,0,0,1
calib,gear,gear_03,gear_03_ap-0.60,-0.6,incompatible,,-0.7588,data/renders/procedural/gear_03_peg_v1.png,data/renders/procedural/gear_03_peg_v2.png,data/renders/aperture/gear_03_ap-0.60_socket_v1.png,data/renders/aperture/gear_03_ap-0.60_socket_v2.png,0.7799983114154391,yes,0.46421435475349426,-0.772,0,0,1
calib,gear,gear_03,gear_03_ap-1.20,-1.2,incompatible,,-1.6787,data/renders/procedural/gear_03_peg_v1.png,data/renders/procedural/gear_03_peg_v2.png,data/renders/aperture/gear_03_ap-1.20_socket_v1.png,data/renders/aperture/gear_03_ap-1.20_socket_v2.png,0.773637133912405,yes,0.559608519077301,-1.7565,0,0,1
test,keyed,keyed_01,keyed_01,0.3,compatible,,0.2599,data/renders/procedural/keyed_01_peg_v1.png,data/renders/procedural/keyed_01_peg_v2.png,data/renders/procedural/keyed_01_socket_v1.png,data/renders/procedural/keyed_01_socket_v2.png,0.8122242150405836,yes,0.716863214969635,0.2708,1,1,1
test,keyed,keyed_01,keyed_01_ap+0.10,0.1,compatible,,0.086,data/renders/procedural/keyed_01_peg_v1.png,data/renders/procedural/keyed_01_peg_v2.png,data/renders/aperture/keyed_01_ap+0.10_socket_v1.png,data/renders/aperture/keyed_01_ap+0.10_socket_v2.png,0.813704435197648,yes,0.7281144261360168,0.0958,1,1,1
test,keyed,keyed_01,keyed_01_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/keyed_01_peg_v1.png,data/renders/procedural/keyed_01_peg_v2.png,data/renders/aperture/keyed_01_ap+0.00_socket_v1.png,data/renders/aperture/keyed_01_ap+0.00_socket_v2.png,0.8157297851383831,yes,0.7299368977546692,-0.0677,0,1,1
test,keyed,keyed_01,keyed_01_ap-0.10,-0.1,ambiguous,off_centre,-0.1318,data/renders/procedural/keyed_01_peg_v1.png,data/renders/procedural/keyed_01_peg_v2.png,data/renders/aperture/keyed_01_ap-0.10_socket_v1.png,data/renders/aperture/keyed_01_ap-0.10_socket_v2.png,0.8134399073485986,yes,0.7242718935012817,-0.1915,0,1,1
test,keyed,keyed_01,keyed_01_ap-0.30,-0.3,incompatible,,-0.3955,data/renders/procedural/keyed_01_peg_v1.png,data/renders/procedural/keyed_01_peg_v2.png,data/renders/aperture/keyed_01_ap-0.30_socket_v1.png,data/renders/aperture/keyed_01_ap-0.30_socket_v2.png,0.8223425809928586,yes,0.7358958721160889,-0.4335,0,1,1
test,keyed,keyed_01,keyed_01_ap-0.60,-0.6,incompatible,,-0.7891,data/renders/procedural/keyed_01_peg_v1.png,data/renders/procedural/keyed_01_peg_v2.png,data/renders/aperture/keyed_01_ap-0.60_socket_v1.png,data/renders/aperture/keyed_01_ap-0.60_socket_v2.png,0.8160809833073563,yes,0.7349050045013428,-0.8153,0,1,1
test,keyed,keyed_01,keyed_01_ap-1.20,-1.2,incompatible,,-1.5752,data/renders/procedural/keyed_01_peg_v1.png,data/renders/procedural/keyed_01_peg_v2.png,data/renders/aperture/keyed_01_ap-1.20_socket_v1.png,data/renders/aperture/keyed_01_ap-1.20_socket_v2.png,0.8231093819887969,yes,0.7265332937240601,-1.5865,0,1,1
test,keyed,keyed_02,keyed_02,0.3,compatible,,0.2634,data/renders/procedural/keyed_02_peg_v1.png,data/renders/procedural/keyed_02_peg_v2.png,data/renders/procedural/keyed_02_socket_v1.png,data/renders/procedural/keyed_02_socket_v2.png,0.8130907465182527,yes,0.7239606976509094,0.2792,1,1,1
test,keyed,keyed_02,keyed_02_ap+0.10,0.1,compatible,,0.0873,data/renders/procedural/keyed_02_peg_v1.png,data/renders/procedural/keyed_02_peg_v2.png,data/renders/aperture/keyed_02_ap+0.10_socket_v1.png,data/renders/aperture/keyed_02_ap+0.10_socket_v2.png,0.811838205545656,yes,0.7165379524230957,0.0677,1,1,1
test,keyed,keyed_02,keyed_02_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/keyed_02_peg_v1.png,data/renders/procedural/keyed_02_peg_v2.png,data/renders/aperture/keyed_02_ap+0.00_socket_v1.png,data/renders/aperture/keyed_02_ap+0.00_socket_v2.png,0.8058441689612301,yes,0.7124997973442078,-0.0677,0,1,1
test,keyed,keyed_02,keyed_02_ap-0.10,-0.1,ambiguous,off_centre,-0.1328,data/renders/procedural/keyed_02_peg_v1.png,data/renders/procedural/keyed_02_peg_v2.png,data/renders/aperture/keyed_02_ap-0.10_socket_v1.png,data/renders/aperture/keyed_02_ap-0.10_socket_v2.png,0.8131857344703357,yes,0.7252565622329712,-0.1915,0,1,1
