block_id,peg_id,family,split,regime,position,cand_id,kind,role,label,margin_mm,sim_to_mate,is_mate,peg_v1,peg_v2,socket_v1,socket_v2
rect_05_present_hard,rect_05,rect,calib,present_hard,1,rect_05,catalog,M,compatible,0.2999,1.0,1,data/renders/procedural/rect_05_peg_v1.png,data/renders/procedural/rect_05_peg_v2.png,data/renders/procedural/rect_05_socket_v1.png,data/renders/procedural/rect_05_socket_v2.png
rect_05_present_hard,rect_05,rect,calib,present_hard,2,square_01,catalog,E2,incompatible,-0.7002,0.5579,0,data/renders/procedural/rect_05_peg_v1.png,data/renders/procedural/rect_05_peg_v2.png,data/renders/procedural/square_01_socket_v1.png,data/renders/procedural/square_01_socket_v2.png
rect_05_absent_easy,rect_05,rect,calib,absent_easy,0,square_01,catalog,E2,incompatible,-0.7002,0.5579,0,data/renders/procedural/rect_05_peg_v1.png,data/renders/procedural/rect_05_peg_v2.png,data/renders/procedural/square_01_socket_v1.png,data/renders/procedural/square_01_socket_v2.png
rect_05_absent_easy,rect_05,rect,calib,absent_easy,1,ell_05,catalog,E1,incompatible,-2.0,0.2274,0,data/renders/procedural/rect_05_peg_v1.png,data/renders/procedural/rect_05_peg_v2.png,data/renders/procedural/ell_05_socket_v1.png,data/renders/procedural/ell_05_socket_v2.png
rect_05_absent_easy,rect_05,rect,calib,absent_easy,2,tee_02,catalog,E3,incompatible,-0.7002,0.3692,0,data/renders/procedural/rect_05_peg_v1.png,data/renders/procedural/rect_05_peg_v2.png,data/renders/procedural/tee_02_socket_v1.png,data/renders/procedural/tee_02_socket_v2.png
rect_05_absent_hard,rect_05,rect,calib,absent_hard,0,square_01,catalog,E2,incompatible,-0.7002,0.5579,0,data/renders/procedural/rect_05_peg_v1.png,data/renders/procedural/rect_05_peg_v2.png,data/renders/procedural/square_01_socket_v1.png,data/renders/procedural/square_01_socket_v2.png
rect_05_absent_hard,rect_05,rect,calib,absent_hard,1,tee_02,catalog,E3,incompatible,-0.7002,0.3692,0,data/renders/procedural/rect_05_peg_v1.png,data/renders/procedural/rect_05_peg_v2.png,data/renders/procedural/tee_02_socket_v1.png,data/renders/procedural/tee_02_socket_v2.png
rect_05_absent_hard,rect_05,rect,calib,absent_hard,2,rect_05_shrunk0.20,shrunk,H,incompatible,-0.2832,0.7819,0,data/renders/procedural/rect_05_peg_v1.png,data/renders/procedural/rect_05_peg_v2.png,data/renders/blocks/rect_05_shrunk0.20_socket_v1.png,data/renders/blocks/rect_05_shrunk0.20_socket_v2.png
obround_01_present_easy,obround_01,obround,test,present_easy,0,polygon_05,catalog,E2,incompatible,-0.4619,0.5096,0,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/procedural/polygon_05_socket_v1.png,data/renders/procedural/polygon_05_socket_v2.png
obround_01_present_easy,obround_01,obround,test,present_easy,1,obround_01,catalog,M,compatible,0.2999,1.0,1,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/procedural/obround_01_socket_v1.png,data/renders/procedural/obround_01_socket_v2.png
obround_01_present_easy,obround_01,obround,test,present_easy,2,circle_01,catalog,E1,incompatible,-2.0,0.4703,0,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/procedural/circle_01_socket_v1.png,data/renders/procedural/circle_01_socket_v2.png
obround_01_present_hard,obround_01,obround,test,present_hard,0,chamfered_01,catalog,H,incompatible,-0.9678,0.8968,0,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/procedural/chamfered_01_socket_v1.png,data/renders/procedural/chamfered_01_socket_v2.png
obround_01_present_hard,obround_01,obround,test,present_hard,1,obround_01,catalog,M,compatible,0.2999,1.0,1,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/procedural/obround_01_socket_v1.png,data/renders/procedural/obround_01_socket_v2.png
obround_01_present_hard,obround_01,obround,test,present_hard,2,polygon_05,catalog,E2,incompatible,-0.4619,0.5096,0,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/procedural/polygon_05_socket_v1.png,data/renders/procedural/polygon_05_socket_v2.png
obround_01_absent_easy,obround_01,obround,test,absent_easy,0,star_03,catalog,E3,incompatible,-1.6826,0.5159,0,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/procedural/star_03_socket_v1.png,data/renders/procedural/star_03_socket_v2.png
obround_01_absent_easy,obround_01,obround,test,absent_easy,1,polygon_05,catalog,E2,incompatible,-0.4619,0.5096,0,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/procedural/polygon_05_socket_v1.png,data/renders/procedural/polygon_05_socket_v2.png
obround_01_absent_easy,obround_01,obround,test,absent_easy,2,circle_01,catalog,E1,incompatible,-2.0,0.4703,0,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/procedural/circle_01_socket_v1.png,data/renders/procedural/circle_01_socket_v2.png
obround_01_absent_hard,obround_01,obround,test,absent_hard,0,polygon_05,catalog,E2,incompatible,-0.4619,0.5096,0,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/procedural/polygon_05_socket_v1.png,data/renders/procedural/polygon_05_socket_v2.png
obround_01_absent_hard,obround_01,obround,test,absent_hard,1,chamfered_01,catalog,H,incompatible,-0.9678,0.8968,0,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/procedural/chamfered_01_socket_v1.png,data/renders/procedural/chamfered_01_socket_v2.png
obround_01_absent_hard,obround_01,obround,test,absent_hard,2,star_03,catalog,E3,incompatible,-1.6826,0.5159,0,data/renders/procedural/obround_01_peg_v1.png,data/renders/procedural/obround_01_peg_v2.png,data/renders/procedural/star_03_socket_v1.png,data/renders/procedural/star_03_socket_v2.png
obround_02_present_easy,obround_02,obround,test,present_easy,0,polygon_01,catalog,E1,incompatible,-1.6641,0.5756,0,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/procedural/polygon_01_socket_v1.png,data/renders/procedural/polygon_01_socket_v2.png
obround_02_present_easy,obround_02,obround,test,present_easy,1,star_02,catalog,E2,incompatible,-1.5664,0.5376,0,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/procedural/star_02_socket_v1.png,data/renders/procedural/star_02_socket_v2.png
obround_02_present_easy,obround_02,obround,test,present_easy,2,obround_02,catalog,M,compatible,0.2999,1.0,1,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/procedural/obround_02_socket_v1.png,data/renders/procedural/obround_02_socket_v2.png
obround_02_present_hard,obround_02,obround,test,present_hard,0,obround_02,catalog,M,compatible,0.2999,1.0,1,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/procedural/obround_02_socket_v1.png,data/renders/procedural/obround_02_socket_v2.png
obround_02_present_hard,obround_02,obround,test,present_hard,1,chamfered_04,catalog,H,incompatible,-0.9609,0.8729,0,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/procedural/chamfered_04_socket_v1.png,data/renders/procedural/chamfered_04_socket_v2.png
obround_02_present_hard,obround_02,obround,test,present_hard,2,star_02,catalog,E2,incompatible,-1.5664,0.5376,0,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/procedural/star_02_socket_v1.png,data/renders/procedural/star_02_socket_v2.png
obround_02_absent_easy,obround_02,obround,test,absent_easy,0,polygon_01,catalog,E1,incompatible,-1.6641,0.5756,0,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/procedural/polygon_01_socket_v1.png,data/renders/procedural/polygon_01_socket_v2.png
obround_02_absent_easy,obround_02,obround,test,absent_easy,1,star_02,catalog,E2,incompatible,-1.5664,0.5376,0,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/procedural/star_02_socket_v1.png,data/renders/procedural/star_02_socket_v2.png
obround_02_absent_easy,obround_02,obround,test,absent_easy,2,star_03,catalog,E3,incompatible,-0.8516,0.5312,0,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/procedural/star_03_socket_v1.png,data/renders/procedural/star_03_socket_v2.png
obround_02_absent_hard,obround_02,obround,test,absent_hard,0,star_02,catalog,E2,incompatible,-1.5664,0.5376,0,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/procedural/star_02_socket_v1.png,data/renders/procedural/star_02_socket_v2.png
obround_02_absent_hard,obround_02,obround,test,absent_hard,1,chamfered_04,catalog,H,incompatible,-0.9609,0.8729,0,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/procedural/chamfered_04_socket_v1.png,data/renders/procedural/chamfered_04_socket_v2.png
obround_02_absent_hard,obround_02,obround,test,absent_hard,2,star_03,catalog,E3,incompatible,-0.8516,0.5312,0,data/renders/procedural/obround_02_peg_v1.png,data/renders/procedural/obround_02_peg_v2.png,data/renders/procedural/star_03_socket_v1.png,data/renders/procedural/star_03_socket_v2.png
obround_03_present_easy,obround_03,obround,test,present_easy,0,circle_01,catalog,E1,incompatible,-2.0,0.3728,0,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/procedural/circle_01_socket_v1.png,data/renders/procedural/circle_01_socket_v2.png
obround_03_present_easy,obround_03,obround,test,present_easy,1,obround_03,catalog,M,compatible,0.2999,1.0,1,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/procedural/obround_03_socket_v1.png,data/renders/procedural/obround_03_socket_v2.png
obround_03_present_easy,obround_03,obround,test,present_easy,2,circle_02,catalog,E2,incompatible,-2.0,0.503,0,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/procedural/circle_02_socket_v1.png,data/renders/procedural/circle_02_socket_v2.png
obround_03_present_hard,obround_03,obround,test,present_hard,0,obround_03,catalog,M,compatible,0.2999,1.0,1,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/procedural/obround_03_socket_v1.png,data/renders/procedural/obround_03_socket_v2.png
obround_03_present_hard,obround_03,obround,test,present_hard,1,circle_02,catalog,E2,incompatible,-2.0,0.503,0,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/procedural/circle_02_socket_v1.png,data/renders/procedural/circle_02_socket_v2.png
obround_03_present_hard,obround_03,obround,test,present_hard,2,obround_03_shrunk0.20,shrunk,H,incompatible,-0.2002,0.8738,0,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/blocks/obround_03_shrunk0.20_socket_v1.png,data/renders/blocks/obround_03_shrunk0.20_socket_v2.png
obround_03_absent_easy,obround_03,obround,test,absent_easy,0,circle_01,catalog,E1,incompatible,-2.0,0.3728,0,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/procedural/circle_01_socket_v1.png,data/renders/procedural/circle_01_socket_v2.png
obround_03_absent_easy,obround_03,obround,test,absent_easy,1,obround_04,catalog,E3,incompatible,-2.0,0.3677,0,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/procedural/obround_04_socket_v1.png,data/renders/procedural/obround_04_socket_v2.png
obround_03_absent_easy,obround_03,obround,test,absent_easy,2,circle_02,catalog,E2,incompatible,-2.0,0.503,0,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/procedural/circle_02_socket_v1.png,data/renders/procedural/circle_02_socket_v2.png
obround_03_absent_hard,obround_03,obround,test,absent_hard,0,obround_03_shrunk0.20,shrunk,H,incompatible,-0.2002,0.8738,0,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/blocks/obround_03_shrunk0.20_socket_v1.png,data/renders/blocks/obround_03_shrunk0.20_socket_v2.png
obround_03_absent_hard,obround_03,obround,test,absent_hard,1,obround_04,catalog,E3,incompatible,-2.0,0.3677,0,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/procedural/obround_04_socket_v1.png,data/renders/procedural/obround_04_socket_v2.png
obround_03_absent_hard,obround_03,obround,test,absent_hard,2,circle_02,catalog,E2,incompatible,-2.0,0.503,0,data/renders/procedural/obround_03_peg_v1.png,data/renders/procedural/obround_03_peg_v2.png,data/renders/procedural/circle_02_socket_v1.png,data/renders/procedural/circle_02_socket_v2.png
ellipse_01_present_easy,ellipse_01,ellipse,dev,present_easy,0,cross_01,catalog,E1,incompatible,-2.0,0.5909,0,data/renders/procedural/ellipse_01_peg_v1.png,data/renders/procedural/ellipse_01_peg_v2.png,data/renders/procedural/cross_01_socket_v1.png,data/renders/procedural/cross_01_socket_v2.png
ellipse_01_present_easy,ellipse_01,ellipse,dev,present_easy,1,ellipse_01,catalog,M,compatible,0.2998,1.0,1,data/renders/procedural/ellipse_01_peg_v1.png,data/renders/procedural/ellipse_01_peg_v2.png,data/renders/procedural/ellipse_01_socket_v1.png,data/renders/procedural/ellipse_01_socket_v2.png
ellipse_01_present_easy,ellipse_01,ellipse,dev,present_easy,2,tube_02,catalog,E2,incompatible,-2.0,0.4571,0,data/renders/procedural/ellipse_01_peg_v1.png,data/renders/procedural/ellipse_01_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
ellipse_01_present_hard,ellipse_01,ellipse,dev,present_hard,0,ellipse_01_shrunk0.20,shrunk,H,incompatible,-0.2012,0.8741,0,data/renders/procedural/ellipse_01_peg_v1.png,data/renders/procedural/ellipse_01_peg_v2.png,data/renders/blocks/ellipse_01_shrunk0.20_socket_v1.png,data/renders/blocks/ellipse_01_shrunk0.20_socket_v2.png
ellipse_01_present_hard,ellipse_01,ellipse,dev,present_hard,1,ellipse_01,catalog,M,compatible,0.2998,1.0,1,data/renders/procedural/ellipse_01_peg_v1.png,data/renders/procedural/ellipse_01_peg_v2.png,data/renders/procedural/ellipse_01_socket_v1.png,data/renders/procedural/ellipse_01_socket_v2.png
ellipse_01_present_hard,ellipse_01,ellipse,dev,present_hard,2,tube_02,catalog,E2,incompatible,-2.0,0.4571,0,data/renders/procedural/ellipse_01_peg_v1.png,data/renders/procedural/ellipse_01_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
ellipse_01_absent_easy,ellipse_01,ellipse,dev,absent_easy,0,tube_03,catalog,E3,incompatible,-2.0,0.4457,0,data/renders/procedural/ellipse_01_peg_v1.png,data/renders/procedural/ellipse_01_peg_v2.png,data/renders/procedural/tube_03_socket_v1.png,data/renders/procedural/tube_03_socket_v2.png
ellipse_01_absent_easy,ellipse_01,ellipse,dev,absent_easy,1,tube_02,catalog,E2,incompatible,-2.0,0.4571,0,data/renders/procedural/ellipse_01_peg_v1.png,data/renders/procedural/ellipse_01_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
ellipse_01_absent_easy,ellipse_01,ellipse,dev,absent_easy,2,cross_01,catalog,E1,incompatible,-2.0,0.5909,0,data/renders/procedural/ellipse_01_peg_v1.png,data/renders/procedural/ellipse_01_peg_v2.png,data/renders/procedural/cross_01_socket_v1.png,data/renders/procedural/cross_01_socket_v2.png
ellipse_01_absent_hard,ellipse_01,ellipse,dev,absent_hard,0,tube_02,catalog,E2,incompatible,-2.0,0.4571,0,data/renders/procedural/ellipse_01_peg_v1.png,data/renders/procedural/ellipse_01_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
ellipse_01_absent_hard,ellipse_01,ellipse,dev,absent_hard,1,ellipse_01_shrunk0.20,shrunk,H,incompatible,-0.2012,0.8741,0,data/renders/procedural/ellipse_01_peg_v1.png,data/renders/procedural/ellipse_01_peg_v2.png,data/renders/blocks/ellipse_01_shrunk0.20_socket_v1.png,data/renders/blocks/ellipse_01_shrunk0.20_socket_v2.png
ellipse_01_absent_hard,ellipse_01,ellipse,dev,absent_hard,2,tube_03,catalog,E3,incompatible,-2.0,0.4457,0,data/renders/procedural/ellipse_01_peg_v1.png,data/renders/procedural/ellipse_01_peg_v2.png,data/renders/procedural/tube_03_socket_v1.png,data/renders/procedural/tube_03_socket_v2.png
ellipse_02_present_easy,ellipse_02,ellipse,dev,present_easy,0,tube_02,catalog,E2,incompatible,-2.0,0.4055,0,data/renders/procedural/ellipse_02_peg_v1.png,data/renders/procedural/ellipse_02_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
ellipse_02_present_easy,ellipse_02,ellipse,dev,present_easy,1,ellipse_02,catalog,M,compatible,0.2998,1.0,1,data/renders/procedural/ellipse_02_peg_v1.png,data/renders/procedural/ellipse_02_peg_v2.png,data/renders/procedural/ellipse_02_socket_v1.png,data/renders/procedural/ellipse_02_socket_v2.png
ellipse_02_present_easy,ellipse_02,ellipse,dev,present_easy,2,cross_01,catalog,E1,incompatible,-1.5703,0.5536,0,data/renders/procedural/ellipse_02_peg_v1.png,data/renders/procedural/ellipse_02_peg_v2.png,data/renders/procedural/cross_01_socket_v1.png,data/renders/procedural/cross_01_socket_v2.png
ellipse_02_present_hard,ellipse_02,ellipse,dev,present_hard,0,ellipse_02_shrunk0.20,shrunk,H,incompatible,-0.2012,0.8543,0,data/renders/procedural/ellipse_02_peg_v1.png,data/renders/procedural/ellipse_02_peg_v2.png,data/renders/blocks/ellipse_02_shrunk0.20_socket_v1.png,data/renders/blocks/ellipse_02_shrunk0.20_socket_v2.png
ellipse_02_present_hard,ellipse_02,ellipse,dev,present_hard,1,tube_02,catalog,E2,incompatible,-2.0,0.4055,0,data/renders/procedural/ellipse_02_peg_v1.png,data/renders/procedural/ellipse_02_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
ellipse_02_present_hard,ellipse_02,ellipse,dev,present_hard,2,ellipse_02,catalog,M,compatible,0.2998,1.0,1,data/renders/procedural/ellipse_02_peg_v1.png,data/renders/procedural/ellipse_02_peg_v2.png,data/renders/procedural/ellipse_02_socket_v1.png,data/renders/procedural/ellipse_02_socket_v2.png
ellipse_02_absent_easy,ellipse_02,ellipse,dev,absent_easy,0,tube_02,catalog,E2,incompatible,-2.0,0.4055,0,data/renders/procedural/ellipse_02_peg_v1.png,data/renders/procedural/ellipse_02_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
ellipse_02_absent_easy,ellipse_02,ellipse,dev,absent_easy,1,tube_03,catalog,E3,incompatible,-2.0,0.3155,0,data/renders/procedural/ellipse_02_peg_v1.png,data/renders/procedural/ellipse_02_peg_v2.png,data/renders/procedural/tube_03_socket_v1.png,data/renders/procedural/tube_03_socket_v2.png
ellipse_02_absent_easy,ellipse_02,ellipse,dev,absent_easy,2,cross_01,catalog,E1,incompatible,-1.5703,0.5536,0,data/renders/procedural/ellipse_02_peg_v1.png,data/renders/procedural/ellipse_02_peg_v2.png,data/renders/procedural/cross_01_socket_v1.png,data/renders/procedural/cross_01_socket_v2.png
ellipse_02_absent_hard,ellipse_02,ellipse,dev,absent_hard,0,tube_03,catalog,E3,incompatible,-2.0,0.3155,0,data/renders/procedural/ellipse_02_peg_v1.png,data/renders/procedural/ellipse_02_peg_v2.png,data/renders/procedural/tube_03_socket_v1.png,data/renders/procedural/tube_03_socket_v2.png
ellipse_02_absent_hard,ellipse_02,ellipse,dev,absent_hard,1,ellipse_02_shrunk0.20,shrunk,H,incompatible,-0.2012,0.8543,0,data/renders/procedural/ellipse_02_peg_v1.png,data/renders/procedural/ellipse_02_peg_v2.png,data/renders/blocks/ellipse_02_shrunk0.20_socket_v1.png,data/renders/blocks/ellipse_02_shrunk0.20_socket_v2.png
ellipse_02_absent_hard,ellipse_02,ellipse,dev,absent_hard,2,tube_02,catalog,E2,incompatible,-2.0,0.4055,0,data/renders/procedural/ellipse_02_peg_v1.png,data/renders/procedural/ellipse_02_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
ellipse_03_present_easy,ellipse_03,ellipse,dev,present_easy,0,dshape_03,catalog,E1,incompatible,-2.0,0.4546,0,data/renders/procedural/ellipse_03_peg_v1.png,data/renders/procedural/ellipse_03_peg_v2.png,data/renders/procedural/dshape_03_socket_v1.png,data/renders/procedural/dshape_03_socket_v2.png
ellipse_03_present_easy,ellipse_03,ellipse,dev,present_easy,1,ellipse_03,catalog,M,compatible,0.2998,1.0,1,data/renders/procedural/ellipse_03_peg_v1.png,data/renders/procedural/ellipse_03_peg_v2.png,data/renders/procedural/ellipse_03_socket_v1.png,data/renders/procedural/ellipse_03_socket_v2.png
ellipse_03_present_easy,ellipse_03,ellipse,dev,present_easy,2,tube_01,catalog,E2,incompatible,-2.0,0.4503,0,data/renders/procedural/ellipse_03_peg_v1.png,data/renders/procedural/ellipse_03_peg_v2.png,data/renders/procedural/tube_01_socket_v1.png,data/renders/procedural/tube_01_socket_v2.png
ellipse_03_present_hard,ellipse_03,ellipse,dev,present_hard,0,tube_01,catalog,E2,incompatible,-2.0,0.4503,0,data/renders/procedural/ellipse_03_peg_v1.png,data/renders/procedural/ellipse_03_peg_v2.png,data/renders/procedural/tube_01_socket_v1.png,data/renders/procedural/tube_01_socket_v2.png
ellipse_03_present_hard,ellipse_03,ellipse,dev,present_hard,1,ellipse_03_shrunk0.20,shrunk,H,incompatible,-0.2012,0.9006,0,data/renders/procedural/ellipse_03_peg_v1.png,data/renders/procedural/ellipse_03_peg_v2.png,data/renders/blocks/ellipse_03_shrunk0.20_socket_v1.png,data/renders/blocks/ellipse_03_shrunk0.20_socket_v2.png
ellipse_03_present_hard,ellipse_03,ellipse,dev,present_hard,2,ellipse_03,catalog,M,compatible,0.2998,1.0,1,data/renders/procedural/ellipse_03_peg_v1.png,data/renders/procedural/ellipse_03_peg_v2.png,data/renders/procedural/ellipse_03_socket_v1.png,data/renders/procedural/ellipse_03_socket_v2.png
ellipse_03_absent_easy,ellipse_03,ellipse,dev,absent_easy,0,dshape_03,catalog,E1,incompatible,-2.0,0.4546,0,data/renders/procedural/ellipse_03_peg_v1.png,data/renders/procedural/ellipse_03_peg_v2.png,data/renders/procedural/dshape_03_socket_v1.png,data/renders/procedural/dshape_03_socket_v2.png
ellipse_03_absent_easy,ellipse_03,ellipse,dev,absent_easy,1,tube_01,catalog,E2,incompatible,-2.0,0.4503,0,data/renders/procedural/ellipse_03_peg_v1.png,data/renders/procedural/ellipse_03_peg_v2.png,data/renders/procedural/tube_01_socket_v1.png,data/renders/procedural/tube_01_socket_v2.png
ellipse_03_absent_easy,ellipse_03,ellipse,dev,absent_easy,2,tube_02,catalog,E3,incompatible,-2.0,0.349,0,data/renders/procedural/ellipse_03_peg_v1.png,data/renders/procedural/ellipse_03_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
ellipse_03_absent_hard,ellipse_03,ellipse,dev,absent_hard,0,ellipse_03_shrunk0.20,shrunk,H,incompatible,-0.2012,0.9006,0,data/renders/procedural/ellipse_03_peg_v1.png,data/renders/procedural/ellipse_03_peg_v2.png,data/renders/blocks/ellipse_03_shrunk0.20_socket_v1.png,data/renders/blocks/ellipse_03_shrunk0.20_socket_v2.png
ellipse_03_absent_hard,ellipse_03,ellipse,dev,absent_hard,1,tube_01,catalog,E2,incompatible,-2.0,0.4503,0,data/renders/procedural/ellipse_03_peg_v1.png,data/renders/procedural/ellipse_03_peg_v2.png,data/renders/procedural/tube_01_socket_v1.png,data/renders/procedural/tube_01_socket_v2.png
ellipse_03_absent_hard,ellipse_03,ellipse,dev,absent_hard,2,tube_02,catalog,E3,incompatible,-2.0,0.349,0,data/renders/procedural/ellipse_03_peg_v1.png,data/renders/procedural/ellipse_03_peg_v2.png,data/renders/procedural/tube_02_socket_v1.png,data/renders/procedural/tube_02_socket_v2.png
polygon_01_present_easy,polygon_01,polygon,test,present_easy,0,circle_04,catalog,E2,incompatible,-0.7031,0.5114,0,data/renders/procedural/polygon_01_peg_v1.png,data/renders/procedural/polygon_01_peg_v2.png,data/renders/procedural/circle_04_socket_v1.png,data/renders/procedural/circle_04_socket_v2.png
polygon_01_present_easy,polygon_01,polygon,test,present_easy,1,polygon_01,catalog,M,compatible,0.2999,1.0,1,data/renders/procedural/polygon_01_peg_v1.png,data/renders/procedural/polygon_01_peg_v2.png,data/renders/procedural/polygon_01_socket_v1.png,data/renders/procedural/polygon_01_socket_v2.png
polygon_01_present_easy,polygon_01,polygon,test,present_easy,2,circle_01,catalog,E1,incompatible,-2.0,0.5052,0,data/renders/procedural/polygon_01_peg_v1.png,data/renders/procedural/polygon_01_peg_v2.png,data/renders/procedural/circle_01_socket_v1.png,data/renders/procedural/circle_01_socket_v2.png
polygon_01_present_hard,polygon_01,polygon,test,present_hard,0,polygon_01_shrunk0.20,shrunk,H,incompatible,-0.4004,0.8359,0,data/renders/procedural/polygon_01_peg_v1.png,data/renders/procedural/polygon_01_peg_v2.png,data/renders/blocks/polygon_01_shrunk0.20_socket_v1.png,data/renders/blocks/polygon_01_shrunk0.20_socket_v2.png
polygon_01_present_hard,polygon_01,polygon,test,present_hard,1,circle_04,catalog,E2,incompatible,-0.7031,0.5114,0,data/renders/procedural/polygon_01_peg_v1.png,data/renders/procedural/polygon_01_peg_v2.png,data/renders/procedural/circle_04_socket_v1.png,data/renders/procedural/circle_04_socket_v2.png
polygon_01_present_hard,polygon_01,polygon,test,present_hard,2,polygon_01,catalog,M,compatible,0.2999,1.0,1,data/renders/procedural/polygon_01_peg_v1.png,data/renders/procedural/polygon_01_peg_v2.png,data/renders/procedural/polygon_01_socket_v1.png,data/renders/procedural/polygon_01_socket_v2.png
polygon_01_absent_easy,polygon_01,polygon,test,absent_easy,0,obround_04,catalog,E3,incompatible,-2.0,0.4497,0,data/renders/procedural/polygon_01_peg_v1.png,data/renders/procedural/polygon_01_peg_v2.png,data/renders/procedural/obround_04_socket_v1.png,data/renders/procedural/obround_04_socket_v2.png
polygon_01_absent_easy,polygon_01,polygon,test,absent_easy,1,circle_04,catalog,E2,incompatible,-0.7031,0.5114,0,data/renders/procedural/polygon_01_peg_v1.png,data/renders/procedural/polygon_01_peg_v2.png,data/renders/procedural/circle_04_socket_v1.png,data/renders/procedural/circle_04_socket_v2.png
polygon_01_absent_easy,polygon_01,polygon,test,absent_easy,2,circle_01,catalog,E1,incompatible,-2.0,0.5052,0,data/renders/procedural/polygon_01_peg_v1.png,data/renders/procedural/polygon_01_peg_v2.png,data/renders/procedural/circle_01_socket_v1.png,data/renders/procedural/circle_01_socket_v2.png
polygon_01_absent_hard,polygon_01,polygon,test,absent_hard,0,obround_04,catalog,E3,incompatible,-2.0,0.4497,0,data/renders/procedural/polygon_01_peg_v1.png,data/renders/procedural/polygon_01_peg_v2.png,data/renders/procedural/obround_04_socket_v1.png,data/renders/procedural/obround_04_socket_v2.png
