split,family,peg_id,cand_id,offset_mm,label,reason,margin_mm,peg_v1,peg_v2,socket_v1,socket_v2
calib,ell,ell_02,ell_02_ap-0.60,-0.6,incompatible,,-0.9912,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/aperture/ell_02_ap-0.60_socket_v1.png,data/renders/aperture/ell_02_ap-0.60_socket_v2.png
calib,ell,ell_02,ell_02_ap-1.20,-1.2,incompatible,,-1.998,data/renders/procedural/ell_02_peg_v1.png,data/renders/procedural/ell_02_peg_v2.png,data/renders/aperture/ell_02_ap-1.20_socket_v1.png,data/renders/aperture/ell_02_ap-1.20_socket_v2.png
calib,ell,ell_03,ell_03,0.3,compatible,,0.2417,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/procedural/ell_03_socket_v1.png,data/renders/procedural/ell_03_socket_v2.png
calib,ell,ell_03,ell_03_ap+0.10,0.1,compatible,,0.08,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap+0.10_socket_v1.png,data/renders/aperture/ell_03_ap+0.10_socket_v2.png
calib,ell,ell_03,ell_03_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap+0.00_socket_v1.png,data/renders/aperture/ell_03_ap+0.00_socket_v2.png
calib,ell,ell_03,ell_03_ap-0.10,-0.1,ambiguous,off_centre,-0.1621,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap-0.10_socket_v1.png,data/renders/aperture/ell_03_ap-0.10_socket_v2.png
calib,ell,ell_03,ell_03_ap-0.30,-0.3,incompatible,,-0.4873,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap-0.30_socket_v1.png,data/renders/aperture/ell_03_ap-0.30_socket_v2.png
calib,ell,ell_03,ell_03_ap-0.60,-0.6,incompatible,,-0.9766,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap-0.60_socket_v1.png,data/renders/aperture/ell_03_ap-0.60_socket_v2.png
calib,ell,ell_03,ell_03_ap-1.20,-1.2,incompatible,,-1.9688,data/renders/procedural/ell_03_peg_v1.png,data/renders/procedural/ell_03_peg_v2.png,data/renders/aperture/ell_03_ap-1.20_socket_v1.png,data/renders/aperture/ell_03_ap-1.20_socket_v2.png
calib,ell,ell_04,ell_04,0.3,compatible,,0.2417,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/procedural/ell_04_socket_v1.png,data/renders/procedural/ell_04_socket_v2.png
calib,ell,ell_04,ell_04_ap+0.10,0.1,compatible,,0.08,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap+0.10_socket_v1.png,data/renders/aperture/ell_04_ap+0.10_socket_v2.png
calib,ell,ell_04,ell_04_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap+0.00_socket_v1.png,data/renders/aperture/ell_04_ap+0.00_socket_v2.png
calib,ell,ell_04,ell_04_ap-0.10,-0.1,ambiguous,off_centre,-0.1621,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap-0.10_socket_v1.png,data/renders/aperture/ell_04_ap-0.10_socket_v2.png
calib,ell,ell_04,ell_04_ap-0.30,-0.3,incompatible,,-0.4873,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap-0.30_socket_v1.png,data/renders/aperture/ell_04_ap-0.30_socket_v2.png
calib,ell,ell_04,ell_04_ap-0.60,-0.6,incompatible,,-0.9766,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap-0.60_socket_v1.png,data/renders/aperture/ell_04_ap-0.60_socket_v2.png
calib,ell,ell_04,ell_04_ap-1.20,-1.2,incompatible,,-1.9688,data/renders/procedural/ell_04_peg_v1.png,data/renders/procedural/ell_04_peg_v2.png,data/renders/aperture/ell_04_ap-1.20_socket_v1.png,data/renders/aperture/ell_04_ap-1.20_socket_v2.png
calib,ell,ell_05,ell_05,0.3,compatible,,0.2221,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/procedural/ell_05_socket_v1.png,data/renders/procedural/ell_05_socket_v2.png
calib,ell,ell_05,ell_05_ap+0.10,0.1,compatible,,0.0733,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap+0.10_socket_v1.png,data/renders/aperture/ell_05_ap+0.10_socket_v2.png
calib,ell,ell_05,ell_05_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap+0.00_socket_v1.png,data/renders/aperture/ell_05_ap+0.00_socket_v2.png
calib,ell,ell_05,ell_05_ap-0.10,-0.1,ambiguous,off_centre,-0.1689,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap-0.10_socket_v1.png,data/renders/aperture/ell_05_ap-0.10_socket_v2.png
calib,ell,ell_05,ell_05_ap-0.30,-0.3,incompatible,,-0.5078,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap-0.30_socket_v1.png,data/renders/aperture/ell_05_ap-0.30_socket_v2.png
calib,ell,ell_05,ell_05_ap-0.60,-0.6,incompatible,,-1.0205,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap-0.60_socket_v1.png,data/renders/aperture/ell_05_ap-0.60_socket_v2.png
calib,ell,ell_05,ell_05_ap-1.20,-1.2,incompatible,,-2.0,data/renders/procedural/ell_05_peg_v1.png,data/renders/procedural/ell_05_peg_v2.png,data/renders/aperture/ell_05_ap-1.20_socket_v1.png,data/renders/aperture/ell_05_ap-1.20_socket_v2.png
calib,ell,ell_06,ell_06,0.3,compatible,,0.2221,data/renders/procedural/ell_06_peg_v1.png,data/renders/procedural/ell_06_peg_v2.png,data/renders/procedural/ell_06_socket_v1.png,data/renders/procedural/ell_06_socket_v2.png
calib,ell,ell_06,ell_06_ap+0.10,0.1,compatible,,0.0733,data/renders/procedural/ell_06_peg_v1.png,data/renders/procedural/ell_06_peg_v2.png,data/renders/aperture/ell_06_ap+0.10_socket_v1.png,data/renders/aperture/ell_06_ap+0.10_socket_v2.png
calib,ell,ell_06,ell_06_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/ell_06_peg_v1.png,data/renders/procedural/ell_06_peg_v2.png,data/renders/aperture/ell_06_ap+0.00_socket_v1.png,data/renders/aperture/ell_06_ap+0.00_socket_v2.png
calib,ell,ell_06,ell_06_ap-0.10,-0.1,ambiguous,off_centre,-0.1689,data/renders/procedural/ell_06_peg_v1.png,data/renders/procedural/ell_06_peg_v2.png,data/renders/aperture/ell_06_ap-0.10_socket_v1.png,data/renders/aperture/ell_06_ap-0.10_socket_v2.png
calib,ell,ell_06,ell_06_ap-0.30,-0.3,incompatible,,-0.5078,data/renders/procedural/ell_06_peg_v1.png,data/renders/procedural/ell_06_peg_v2.png,data/renders/aperture/ell_06_ap-0.30_socket_v1.png,data/renders/aperture/ell_06_ap-0.30_socket_v2.png
calib,ell,ell_06,ell_06_ap-0.60,-0.6,incompatible,,-1.0205,data/renders/procedural/ell_06_peg_v1.png,data/renders/procedural/ell_06_peg_v2.png,data/renders/aperture/ell_06_ap-0.60_socket_v1.png,data/renders/aperture/ell_06_ap-0.60_socket_v2.png
calib,ell,ell_06,ell_06_ap-1.20,-1.2,incompatible,,-2.0,data/renders/procedural/ell_06_peg_v1.png,data/renders/procedural/ell_06_peg_v2.png,data/renders/aperture/ell_06_ap-1.20_socket_v1.png,data/renders/aperture/ell_06_ap-1.20_socket_v2.png
calib,gear,gear_01,gear_01,0.3,compatible,,0.2999,data/renders/procedural/gear_01_peg_v1.png,data/renders/procedural/gear_01_peg_v2.png,data/renders/procedural/gear_01_socket_v1.png,data/renders/procedural/gear_01_socket_v2.png
calib,gear,gear_01,gear_01_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/gear_01_peg_v1.png,data/renders/procedural/gear_01_peg_v2.png,data/renders/aperture/gear_01_ap+0.10_socket_v1.png,data/renders/aperture/gear_01_ap+0.10_socket_v2.png
calib,gear,gear_01,gear_01_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/gear_01_peg_v1.png,data/renders/procedural/gear_01_peg_v2.png,data/renders/aperture/gear_01_ap+0.00_socket_v1.png,data/renders/aperture/gear_01_ap+0.00_socket_v2.png
calib,gear,gear_01,gear_01_ap-0.10,-0.1,ambiguous,off_centre,-0.124,data/renders/procedural/gear_01_peg_v1.png,data/renders/procedural/gear_01_peg_v2.png,data/renders/aperture/gear_01_ap-0.10_socket_v1.png,data/renders/aperture/gear_01_ap-0.10_socket_v2.png
calib,gear,gear_01,gear_01_ap-0.30,-0.3,incompatible,,-0.3711,data/renders/procedural/gear_01_peg_v1.png,data/renders/procedural/gear_01_peg_v2.png,data/renders/aperture/gear_01_ap-0.30_socket_v1.png,data/renders/aperture/gear_01_ap-0.30_socket_v2.png
calib,gear,gear_01,gear_01_ap-0.60,-0.6,incompatible,,-0.7422,data/renders/procedural/gear_01_peg_v1.png,data/renders/procedural/gear_01_peg_v2.png,data/renders/aperture/gear_01_ap-0.60_socket_v1.png,data/renders/aperture/gear_01_ap-0.60_socket_v2.png
calib,gear,gear_01,gear_01_ap-1.20,-1.2,incompatible,,-1.4834,data/renders/procedural/gear_01_peg_v1.png,data/renders/procedural/gear_01_peg_v2.png,data/renders/aperture/gear_01_ap-1.20_socket_v1.png,data/renders/aperture/gear_01_ap-1.20_socket_v2.png
calib,gear,gear_02,gear_02,0.3,compatible,,0.2999,data/renders/procedural/gear_02_peg_v1.png,data/renders/procedural/gear_02_peg_v2.png,data/renders/procedural/gear_02_socket_v1.png,data/renders/procedural/gear_02_socket_v2.png
calib,gear,gear_02,gear_02_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/gear_02_peg_v1.png,data/renders/procedural/gear_02_peg_v2.png,data/renders/aperture/gear_02_ap+0.10_socket_v1.png,data/renders/aperture/gear_02_ap+0.10_socket_v2.png
calib,gear,gear_02,gear_02_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/gear_02_peg_v1.png,data/renders/procedural/gear_02_peg_v2.png,data/renders/aperture/gear_02_ap+0.00_socket_v1.png,data/renders/aperture/gear_02_ap+0.00_socket_v2.png
calib,gear,gear_02,gear_02_ap-0.10,-0.1,ambiguous,off_centre,-0.127,data/renders/procedural/gear_02_peg_v1.png,data/renders/procedural/gear_02_peg_v2.png,data/renders/aperture/gear_02_ap-0.10_socket_v1.png,data/renders/aperture/gear_02_ap-0.10_socket_v2.png
calib,gear,gear_02,gear_02_ap-0.30,-0.3,incompatible,,-0.3799,data/renders/procedural/gear_02_peg_v1.png,data/renders/procedural/gear_02_peg_v2.png,data/renders/aperture/gear_02_ap-0.30_socket_v1.png,data/renders/aperture/gear_02_ap-0.30_socket_v2.png
calib,gear,gear_02,gear_02_ap-0.60,-0.6,incompatible,,-0.7588,data/renders/procedural/gear_02_peg_v1.png,data/renders/procedural/gear_02_peg_v2.png,data/renders/aperture/gear_02_ap-0.60_socket_v1.png,data/renders/aperture/gear_02_ap-0.60_socket_v2.png
calib,gear,gear_02,gear_02_ap-1.20,-1.2,incompatible,,-1.5176,data/renders/procedural/gear_02_peg_v1.png,data/renders/procedural/gear_02_peg_v2.png,data/renders/aperture/gear_02_ap-1.20_socket_v1.png,data/renders/aperture/gear_02_ap-1.20_socket_v2.png
calib,gear,gear_03,gear_03,0.3,compatible,,0.2999,data/renders/procedural/gear_03_peg_v1.png,data/renders/procedural/gear_03_peg_v2.png,data/renders/procedural/gear_03_socket_v1.png,data/renders/procedural/gear_03_socket_v2.png
calib,gear,gear_03,gear_03_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/gear_03_peg_v1.png,data/renders/procedural/gear_03_peg_v2.png,data/renders/aperture/gear_03_ap+0.10_socket_v1.png,data/renders/aperture/gear_03_ap+0.10_socket_v2.png
calib,gear,gear_03,gear_03_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/gear_03_peg_v1.png,data/renders/procedural/gear_03_peg_v2.png,data/renders/aperture/gear_03_ap+0.00_socket_v1.png,data/renders/aperture/gear_03_ap+0.00_socket_v2.png
calib,gear,gear_03,gear_03_ap-0.10,-0.1,ambiguous,off_centre,-0.127,data/renders/procedural/gear_03_peg_v1.png,data/renders/procedural/gear_03_peg_v2.png,data/renders/aperture/gear_03_ap-0.10_socket_v1.png,data/renders/aperture/gear_03_ap-0.10_socket_v2.png
calib,gear,gear_03,gear_03_ap-0.30,-0.3,incompatible,,-0.3799,data/renders/procedural/gear_03_peg_v1.png,data/renders/procedural/gear_03_peg_v2.png,data/renders/aperture/gear_03_ap-0.30_socket_v1.png,data/renders/aperture/gear_03_ap-0.30_socket_v2.png
calib,gear,gear_03,gear_03_ap-0.60,-0.6,incompatible,,-0.7588,data/renders/procedural/gear_03_peg_v1.png,data/renders/procedural/gear_03_peg_v2.png,data/renders/aperture/gear_03_ap-0.60_socket_v1.png,data/renders/aperture/gear_03_ap-0.60_socket_v2.png
calib,gear,gear_03,gear_03_ap-1.20,-1.2,incompatible,,-1.6787,data/renders/procedural/gear_03_peg_v1.png,data/renders/procedural/gear_03_peg_v2.png,data/renders/aperture/gear_03_ap-1.20_socket_v1.png,data/renders/aperture/gear_03_ap-1.20_socket_v2.png
test,keyed,keyed_01,keyed_01,0.3,compatible,,0.2599,data/renders/procedural/keyed_01_peg_v1.png,data/renders/procedural/keyed_01_peg_v2.png,data/renders/procedural/keyed_01_socket_v1.png,data/renders/procedural/keyed_01_socket_v2.png
test,keyed,keyed_01,keyed_01_ap+0.10,0.1,compatible,,0.086,data/renders/procedural/keyed_01_peg_v1.png,data/renders/procedural/keyed_01_peg_v2.png,data/renders/aperture/keyed_01_ap+0.10_socket_v1.png,data/renders/aperture/keyed_01_ap+0.10_socket_v2.png
test,keyed,keyed_01,keyed_01_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/keyed_01_peg_v1.png,data/renders/procedural/keyed_01_peg_v2.png,data/renders/aperture/keyed_01_ap+0.00_socket_v1.png,data/renders/aperture/keyed_01_ap+0.00_socket_v2.png
test,keyed,keyed_01,keyed_01_ap-0.10,-0.1,ambiguous,off_centre,-0.1318,data/renders/procedural/keyed_01_peg_v1.png,data/renders/procedural/keyed_01_peg_v2.png,data/renders/aperture/keyed_01_ap-0.10_socket_v1.png,data/renders/aperture/keyed_01_ap-0.10_socket_v2.png
test,keyed,keyed_01,keyed_01_ap-0.30,-0.3,incompatible,,-0.3955,data/renders/procedural/keyed_01_peg_v1.png,data/renders/procedural/keyed_01_peg_v2.png,data/renders/aperture/keyed_01_ap-0.30_socket_v1.png,data/renders/aperture/keyed_01_ap-0.30_socket_v2.png
test,keyed,keyed_01,keyed_01_ap-0.60,-0.6,incompatible,,-0.7891,data/renders/procedural/keyed_01_peg_v1.png,data/renders/procedural/keyed_01_peg_v2.png,data/renders/aperture/keyed_01_ap-0.60_socket_v1.png,data/renders/aperture/keyed_01_ap-0.60_socket_v2.png
test,keyed,keyed_01,keyed_01_ap-1.20,-1.2,incompatible,,-1.5752,data/renders/procedural/keyed_01_peg_v1.png,data/renders/procedural/keyed_01_peg_v2.png,data/renders/aperture/keyed_01_ap-1.20_socket_v1.png,data/renders/aperture/keyed_01_ap-1.20_socket_v2.png
test,keyed,keyed_02,keyed_02,0.3,compatible,,0.2634,data/renders/procedural/keyed_02_peg_v1.png,data/renders/procedural/keyed_02_peg_v2.png,data/renders/procedural/keyed_02_socket_v1.png,data/renders/procedural/keyed_02_socket_v2.png
test,keyed,keyed_02,keyed_02_ap+0.10,0.1,compatible,,0.0873,data/renders/procedural/keyed_02_peg_v1.png,data/renders/procedural/keyed_02_peg_v2.png,data/renders/aperture/keyed_02_ap+0.10_socket_v1.png,data/renders/aperture/keyed_02_ap+0.10_socket_v2.png
test,keyed,keyed_02,keyed_02_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/keyed_02_peg_v1.png,data/renders/procedural/keyed_02_peg_v2.png,data/renders/aperture/keyed_02_ap+0.00_socket_v1.png,data/renders/aperture/keyed_02_ap+0.00_socket_v2.png
test,keyed,keyed_02,keyed_02_ap-0.10,-0.1,ambiguous,off_centre,-0.1328,data/renders/procedural/keyed_02_peg_v1.png,data/renders/procedural/keyed_02_peg_v2.png,data/renders/aperture/keyed_02_ap-0.10_socket_v1.png,data/renders/aperture/keyed_02_ap-0.10_socket_v2.png
test,keyed,keyed_02,keyed_02_ap-0.30,-0.3,incompatible,,-0.3984,data/renders/procedural/keyed_02_peg_v1.png,data/renders/procedural/keyed_02_peg_v2.png,data/renders/aperture/keyed_02_ap-0.30_socket_v1.png,data/renders/aperture/keyed_02_ap-0.30_socket_v2.png
test,keyed,keyed_02,keyed_02_ap-0.60,-0.6,incompatible,,-0.7949,data/renders/procedural/keyed_02_peg_v1.png,data/renders/procedural/keyed_02_peg_v2.png,data/renders/aperture/keyed_02_ap-0.60_socket_v1.png,data/renders/aperture/keyed_02_ap-0.60_socket_v2.png
test,keyed,keyed_02,keyed_02_ap-1.20,-1.2,incompatible,,-1.5879,data/renders/procedural/keyed_02_peg_v1.png,data/renders/procedural/keyed_02_peg_v2.png,data/renders/aperture/keyed_02_ap-1.20_socket_v1.png,data/renders/aperture/keyed_02_ap-1.20_socket_v2.png
test,keyed,keyed_03,keyed_03,0.3,compatible,,0.2999,data/renders/procedural/keyed_03_peg_v1.png,data/renders/procedural/keyed_03_peg_v2.png,data/renders/procedural/keyed_03_socket_v1.png,data/renders/procedural/keyed_03_socket_v2.png
test,keyed,keyed_03,keyed_03_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/keyed_03_peg_v1.png,data/renders/procedural/keyed_03_peg_v2.png,data/renders/aperture/keyed_03_ap+0.10_socket_v1.png,data/renders/aperture/keyed_03_ap+0.10_socket_v2.png
test,keyed,keyed_03,keyed_03_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/keyed_03_peg_v1.png,data/renders/procedural/keyed_03_peg_v2.png,data/renders/aperture/keyed_03_ap+0.00_socket_v1.png,data/renders/aperture/keyed_03_ap+0.00_socket_v2.png
test,keyed,keyed_03,keyed_03_ap-0.10,-0.1,ambiguous,off_centre,-0.1416,data/renders/procedural/keyed_03_peg_v1.png,data/renders/procedural/keyed_03_peg_v2.png,data/renders/aperture/keyed_03_ap-0.10_socket_v1.png,data/renders/aperture/keyed_03_ap-0.10_socket_v2.png
test,keyed,keyed_03,keyed_03_ap-0.30,-0.3,incompatible,,-0.4248,data/renders/procedural/keyed_03_peg_v1.png,data/renders/procedural/keyed_03_peg_v2.png,data/renders/aperture/keyed_03_ap-0.30_socket_v1.png,data/renders/aperture/keyed_03_ap-0.30_socket_v2.png
test,keyed,keyed_03,keyed_03_ap-0.60,-0.6,incompatible,,-0.8486,data/renders/procedural/keyed_03_peg_v1.png,data/renders/procedural/keyed_03_peg_v2.png,data/renders/aperture/keyed_03_ap-0.60_socket_v1.png,data/renders/aperture/keyed_03_ap-0.60_socket_v2.png
test,keyed,keyed_03,keyed_03_ap-1.20,-1.2,incompatible,,-1.6973,data/renders/procedural/keyed_03_peg_v1.png,data/renders/procedural/keyed_03_peg_v2.png,data/renders/aperture/keyed_03_ap-1.20_socket_v1.png,data/renders/aperture/keyed_03_ap-1.20_socket_v2.png
test,keyed,keyed_04,keyed_04,0.3,compatible,,0.2463,data/renders/procedural/keyed_04_peg_v1.png,data/renders/procedural/keyed_04_peg_v2.png,data/renders/procedural/keyed_04_socket_v1.png,data/renders/procedural/keyed_04_socket_v2.png
test,keyed,keyed_04,keyed_04_ap+0.10,0.1,compatible,,0.0812,data/renders/procedural/keyed_04_peg_v1.png,data/renders/procedural/keyed_04_peg_v2.png,data/renders/aperture/keyed_04_ap+0.10_socket_v1.png,data/renders/aperture/keyed_04_ap+0.10_socket_v2.png
test,keyed,keyed_04,keyed_04_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/keyed_04_peg_v1.png,data/renders/procedural/keyed_04_peg_v2.png,data/renders/aperture/keyed_04_ap+0.00_socket_v1.png,data/renders/aperture/keyed_04_ap+0.00_socket_v2.png
test,keyed,keyed_04,keyed_04_ap-0.10,-0.1,ambiguous,off_centre,-0.1436,data/renders/procedural/keyed_04_peg_v1.png,data/renders/procedural/keyed_04_peg_v2.png,data/renders/aperture/keyed_04_ap-0.10_socket_v1.png,data/renders/aperture/keyed_04_ap-0.10_socket_v2.png
test,keyed,keyed_04,keyed_04_ap-0.30,-0.3,incompatible,,-0.4287,data/renders/procedural/keyed_04_peg_v1.png,data/renders/procedural/keyed_04_peg_v2.png,data/renders/aperture/keyed_04_ap-0.30_socket_v1.png,data/renders/aperture/keyed_04_ap-0.30_socket_v2.png
test,keyed,keyed_04,keyed_04_ap-0.60,-0.6,incompatible,,-0.8574,data/renders/procedural/keyed_04_peg_v1.png,data/renders/procedural/keyed_04_peg_v2.png,data/renders/aperture/keyed_04_ap-0.60_socket_v1.png,data/renders/aperture/keyed_04_ap-0.60_socket_v2.png
test,keyed,keyed_04,keyed_04_ap-1.20,-1.2,incompatible,,-1.7158,data/renders/procedural/keyed_04_peg_v1.png,data/renders/procedural/keyed_04_peg_v2.png,data/renders/aperture/keyed_04_ap-1.20_socket_v1.png,data/renders/aperture/keyed_04_ap-1.20_socket_v2.png
test,keyed,keyed_05,keyed_05,0.3,compatible,,0.2674,data/renders/procedural/keyed_05_peg_v1.png,data/renders/procedural/keyed_05_peg_v2.png,data/renders/procedural/keyed_05_socket_v1.png,data/renders/procedural/keyed_05_socket_v2.png
test,keyed,keyed_05,keyed_05_ap+0.10,0.1,compatible,,0.0887,data/renders/procedural/keyed_05_peg_v1.png,data/renders/procedural/keyed_05_peg_v2.png,data/renders/aperture/keyed_05_ap+0.10_socket_v1.png,data/renders/aperture/keyed_05_ap+0.10_socket_v2.png
test,keyed,keyed_05,keyed_05_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/keyed_05_peg_v1.png,data/renders/procedural/keyed_05_peg_v2.png,data/renders/aperture/keyed_05_ap+0.00_socket_v1.png,data/renders/aperture/keyed_05_ap+0.00_socket_v2.png
test,keyed,keyed_05,keyed_05_ap-0.10,-0.1,ambiguous,off_centre,-0.1338,data/renders/procedural/keyed_05_peg_v1.png,data/renders/procedural/keyed_05_peg_v2.png,data/renders/aperture/keyed_05_ap-0.10_socket_v1.png,data/renders/aperture/keyed_05_ap-0.10_socket_v2.png
test,keyed,keyed_05,keyed_05_ap-0.30,-0.3,incompatible,,-0.4014,data/renders/procedural/keyed_05_peg_v1.png,data/renders/procedural/keyed_05_peg_v2.png,data/renders/aperture/keyed_05_ap-0.30_socket_v1.png,data/renders/aperture/keyed_05_ap-0.30_socket_v2.png
test,keyed,keyed_05,keyed_05_ap-0.60,-0.6,incompatible,,-0.8018,data/renders/procedural/keyed_05_peg_v1.png,data/renders/procedural/keyed_05_peg_v2.png,data/renders/aperture/keyed_05_ap-0.60_socket_v1.png,data/renders/aperture/keyed_05_ap-0.60_socket_v2.png
test,keyed,keyed_05,keyed_05_ap-1.20,-1.2,incompatible,,-1.6025,data/renders/procedural/keyed_05_peg_v1.png,data/renders/procedural/keyed_05_peg_v2.png,data/renders/aperture/keyed_05_ap-1.20_socket_v1.png,data/renders/aperture/keyed_05_ap-1.20_socket_v2.png
calib,notched,notched_01,notched_01,0.3,compatible,,0.2389,data/renders/procedural/notched_01_peg_v1.png,data/renders/procedural/notched_01_peg_v2.png,data/renders/procedural/notched_01_socket_v1.png,data/renders/procedural/notched_01_socket_v2.png
calib,notched,notched_01,notched_01_ap+0.10,0.1,compatible,,0.0787,data/renders/procedural/notched_01_peg_v1.png,data/renders/procedural/notched_01_peg_v2.png,data/renders/aperture/notched_01_ap+0.10_socket_v1.png,data/renders/aperture/notched_01_ap+0.10_socket_v2.png
calib,notched,notched_01,notched_01_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/notched_01_peg_v1.png,data/renders/procedural/notched_01_peg_v2.png,data/renders/aperture/notched_01_ap+0.00_socket_v1.png,data/renders/aperture/notched_01_ap+0.00_socket_v2.png
calib,notched,notched_01,notched_01_ap-0.10,-0.1,ambiguous,off_centre,-0.1582,data/renders/procedural/notched_01_peg_v1.png,data/renders/procedural/notched_01_peg_v2.png,data/renders/aperture/notched_01_ap-0.10_socket_v1.png,data/renders/aperture/notched_01_ap-0.10_socket_v2.png
calib,notched,notched_01,notched_01_ap-0.30,-0.3,incompatible,,-0.4746,data/renders/procedural/notched_01_peg_v1.png,data/renders/procedural/notched_01_peg_v2.png,data/renders/aperture/notched_01_ap-0.30_socket_v1.png,data/renders/aperture/notched_01_ap-0.30_socket_v2.png
calib,notched,notched_01,notched_01_ap-0.60,-0.6,incompatible,,-0.9531,data/renders/procedural/notched_01_peg_v1.png,data/renders/procedural/notched_01_peg_v2.png,data/renders/aperture/notched_01_ap-0.60_socket_v1.png,data/renders/aperture/notched_01_ap-0.60_socket_v2.png
calib,notched,notched_01,notched_01_ap-1.20,-1.2,incompatible,,-1.9277,data/renders/procedural/notched_01_peg_v1.png,data/renders/procedural/notched_01_peg_v2.png,data/renders/aperture/notched_01_ap-1.20_socket_v1.png,data/renders/aperture/notched_01_ap-1.20_socket_v2.png
calib,notched,notched_02,notched_02,0.3,compatible,,0.2017,data/renders/procedural/notched_02_peg_v1.png,data/renders/procedural/notched_02_peg_v2.png,data/renders/procedural/notched_02_socket_v1.png,data/renders/procedural/notched_02_socket_v2.png
calib,notched,notched_02,notched_02_ap+0.10,0.1,compatible,,0.0652,data/renders/procedural/notched_02_peg_v1.png,data/renders/procedural/notched_02_peg_v2.png,data/renders/aperture/notched_02_ap+0.10_socket_v1.png,data/renders/aperture/notched_02_ap+0.10_socket_v2.png
calib,notched,notched_02,notched_02_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/notched_02_peg_v1.png,data/renders/procedural/notched_02_peg_v2.png,data/renders/aperture/notched_02_ap+0.00_socket_v1.png,data/renders/aperture/notched_02_ap+0.00_socket_v2.png
calib,notched,notched_02,notched_02_ap-0.10,-0.1,ambiguous,off_centre,-0.1787,data/renders/procedural/notched_02_peg_v1.png,data/renders/procedural/notched_02_peg_v2.png,data/renders/aperture/notched_02_ap-0.10_socket_v1.png,data/renders/aperture/notched_02_ap-0.10_socket_v2.png
calib,notched,notched_02,notched_02_ap-0.30,-0.3,incompatible,,-0.5391,data/renders/procedural/notched_02_peg_v1.png,data/renders/procedural/notched_02_peg_v2.png,data/renders/aperture/notched_02_ap-0.30_socket_v1.png,data/renders/aperture/notched_02_ap-0.30_socket_v2.png
